category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id,error_log
PC Components (Core),motherboard,Mainstream,New,True,Current-Gen,NVIDIA,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,NVIDIA Jetson Orin Nano Super Developer Kit,577.0,
Peripherals & Input,sd_card,Mainstream,New,True,Current-Gen,SanDisk,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash,,gpt-4o-mini,"SanDisk 512GB microSD Express microSD Card - Up to 880MB/s Read, Up to 650MB/s Write, 220MB/s Sustained Write, U3, C10 - SDSQXFN-512G-GN4NN",578.0,
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Belkin,0.95,,,,,,,,,,,,10000.0,mAh,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Belkin Portable Charger, Power Bank 10000 mAh, 23W w/Integrated Lightning Cable & USB-C Cable - iPhone Charger Battery Pack for Apple iPhone 16, 15, 14, Galaxy S25, Pixel 9, Travel Essentials - Black",579.0,
PC Components (Core),hdd_internal,Mainstream,New,True,Current-Gen,LaCie,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120.0,,,,,,,,,,,,,,,,,,,USB 3.0/2.0,,,,,,,,,HDD,,gpt-4o-mini,"LaCie Rugged 5TB Portable External HDD - USB 3.0/2.0 Compatible, Shock/Dust/Rain Resistant for Mac & PC, Orange, Grey",580.0,
PC Components (Core),cpu,Mainstream,New,True,Current-Gen,AMD,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 9,,,,,Gen3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"AMD Ryzen™ 9 9900X 12-Core, 24-Thread Unlocked Desktop Processor",581.0,
Peripherals & Input,sd_card,Mainstream,New,True,Current-Gen,SanDisk,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash,,gpt-4o-mini,"SanDisk 256GB Extreme SDXC UHS-I Memory Card - C10, U3, V30, 4K, UHD, SD Card - SDSDXVV-256G-GNCIN",582.0,
"Cameras, Photography & Video",security_cam,Mainstream,New,False,Current-Gen,Wyze,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi,True,,,,,True,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Wyze Cam OG Indoor/Outdoor 1080p Wi-Fi Smart Home Security Camera with Color Night Vision, Built-in Spotlight, Motion Detection, 2-Way Audio, Compatible with Alexa & Google, White, Free Expert Setup",583.0,
Peripherals & Input,keyboard,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Amazon Basics Ultra Premium Wireless Keyboard and Mouse Combo - Rechargeable, Ultra Slim Design, Quiet, Full Size, Number Pad, Unifying Receiver, Black",584.0,
Computers & Gaming,laptop,Premium,New,True,Current-Gen,ASUS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,FHD_1080p,,165.0,,,,,,,,,,,,,,,,i7-14650HX,,,16.0,1024.0,DDR5,,,,,True,,,,ROG Strix G16,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” FHD+ 16:10 165Hz/3ms Display, NVIDIA® GeForce RTX™ 5060 Laptop GPU, Intel® Core™ i7 Processor 14650HX, 16GB DDR5, 1TB Gen 4 SSD, Wi-Fi 7, Windows 11 Home",585.0,
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,Laser,False,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 30A Black Toner Cartridge | Works with HP LaserJet Pro M203 Series, HP LaserJet Pro MFP M227 Series | CF230A",586.0,
Audio & Media Systems,earbuds,Premium,Renewed/Refurbished,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AirPods Pro (2nd generation),,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,Apple AirPods Pro (2nd generation) with MagSafe Charging Case (USB-C) (Renewed),587.0,
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Edifier,0.95,,,,,,,,,,,,,,2.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Edifier R1280T Powered Bookshelf Speakers - 2.0 Active Near Field Studio Monitor Speaker - Wooden Enclosure - 42 Watts RMS Power,588.0,
PC Components (Core),hdd_internal,Mainstream,New,False,Current-Gen,Western Digital,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.0,,,,,,,,,,WD40EFPX,,,,,,,,,,,,,,,,,,HDD,,gpt-4o-mini,"Western Digital 4TB WD Red Plus NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" -WD40EFPX",589.0,
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Amazon Basics,0.9,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Amazon Basics USB-Powered Computer Speakers for Desktop or Laptop PC with Volume Control, Plug-N-Play, Black",590.0,
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Plantronics,0.95,,,,,,,,,,,,,,,,,,,on-ear,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Plantronics - Voyager 5200 UC (Poly) - Bluetooth Single-Ear (Monaural) Headset - USB-A Compatible to connect to your PC and/or Mac - Works with Teams, Zoom & more - Noise Canceling",591.0,
Networking & Smart Home,router,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_7_BE,AX3000,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archer BE400,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"TP-Link Archer BE6500 Dual-Band Wi-Fi 7 Router (Archer BE400) | Dual 2.5 Gbps Ports USB 3.0 | Covers up to 2,400 Sq. ft and 90 Devices | Quad-core CPU| HomeShield, Private IoT for Network Security",592.0,
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,Intel Celeron N4120,,,16.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 416GB Storage (128GB eMMC + 288GB Docking Station Set), Intel UHD Graphics, 720p Camera, Wi-Fi, 1 Year Office 365, Win 11 S, Gold",593.0,
Displays & Mounting,tv,Mainstream,New,True,Current-Gen,Samsung,1.0,,,,,,,,,,,,,,2.1,,True,,,,,,4K_UHD,,,True,,,,,,,,,,,,,,65.0,4K_UHD,OLED,,True,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,QN65S90D,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Samsung 65-Inch Class OLED 4K S90D Series HDR+ Smart TV w/Dolby Atmos, Object Tracking Sound Lite, Motion Xcelerator, Real Depth Enhancer, 4K AI Upscaling, Alexa Built-in (QN65S90D, 2024 Model)",594.0,
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,Laser,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 134X Black High-yield Toner Cartridge | Works with HP LaserJet M209 Series, HP LaserJet MFP M234 Series | W1340X",595.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WorkForce WF-2930, WF-2950, Expression XP-4200, XP-4205",,,,,,,,gpt-4o-mini,"EPSON 232 Claria Ink Standard Capacity Black Cartridge (T232120-S) Works with WorkForce WF-2930, WF-2950, Expression XP-4200, XP-4205",596.0,
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,HP,1.0,Inkjet,True,True,A4,,2.0,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"HP Smart Tank 5000 Wireless All-in-One Ink Tank Printer with up to 2 years of ink included, mobile print, scan, copy",597.0,
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,Samsung,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,QHD_1440p,,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,LC34G55TWWNXZA,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Samsung 34' Odyssey G5 Ultra-Wide Gaming Monitor with 1000R Curved Screen, 165Hz, 1ms, FreeSync Premium, Large Display, Eye Comfort, Multiple Ports, WQHD, LC34G55TWWNXZA, Black",598.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Polaroid,0.9,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Polaroid Color 600 Film Triple Pack, 24 Photos (6273)",599.0,
Out of Scope,excluded,Mainstream,New,True,Current-Gen,Garmin,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Garmin Dash Cam™ Mini 3, Ultracompact 1080p HD Dash Cam with a 140-degree Field of View, Built in Clarity™ Polarizer, Voice Controlled, Automatic Recording",600.0,
Audio & Media Systems,headphones,Premium,New,True,Current-Gen,Sony,1.0,,,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Sony WH-1000XM5 Premium Noise Canceling Headphones, Auto NC Optimizer, 30-Hour Battery, Alexa Voice Control, Black",601.0,
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Brother,0.95,Laser,True,True,A4,25.0,2.0,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Brother HL-L3280CDW Wireless Compact Digital Color Printer with Laser Quality Output, Duplex, Mobile Printing & Ethernet | Includes 2 Month Refresh Subscription Trial¹,Works with Alexa",602.0,
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,0.95,,True,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 936 Cyan/Magenta/Yellow Standard Yield Ink Cartridges, 3/Pack (6C3Z3LN)",603.0,
"Office, Printing & Power",scanner,Mainstream,New,False,Current-Gen,Epson,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Epson FastFoto FF-680W Wireless High-Speed Photo and Document Scanning System, Black",604.0,
"Cameras, Photography & Video",lens,Mainstream,New,False,Current-Gen,Canon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prime,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Canon EF 50mm f/1.8 STM Lens,605.0,
Accessories,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.048,USB 2.0,False,,,,,M-to-M,False,,,,gpt-4o-mini,"Amazon Basics USB-A to USB-B 2.0 Cable for Printer or External Hard Drive, Gold-Plated Connectors, Black, 10 Foot",606.0,
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,HP,0.95,Laser,True,True,A4,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"HP Color Laserjet Pro MFP 3301fdw Wireless All-in-One Color Laser Printer, Office Printer, Scanner, Copier, Fax, ADF, Duplex, Best-for-Office (499Q5F)",607.0,
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Casio,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Casio MS-80B Calculator – Desktop Calculator with Tax & Currency Tools | General Purpose | Large Display | Ideal for Home, Office & Everyday Math",608.0,
Peripherals & Input,sd_card,Mainstream,New,False,Current-Gen,Lexar,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,microSDXC,,,,,,,,,Flash,,gpt-4o-mini,"Lexar E-Series 128GB Micro SD Card 2 Pack, microSDXC UHS-I Flash Memory Card with Adapter, 100MB/s, C10, U3, A1, V30, Full HD, 4K UHD, High Speed TF Card",609.0,
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Energizer,0.95,,,,,,12.0,,,,,,12.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Energizer Alkaline Power C Batteries (12 Pack), Long-Lasting Alkaline C Cell Batteries",610.0,
Peripherals & Input,external_drive,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,USB 3.1,,,,,,,,,Flash,,gpt-4o-mini,"SAMSUNG MUF-256AB/AM FIT Plus 256GB - 300MB/s USB 3.1 Flash Drive, Gunmetal Gray",611.0,
PC Components (Core),cpu,Mainstream,New,True,Current-Gen,Intel,0.95,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7-12700KF,,,,,Gen4,,,600 Series,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Intel® Core™ i7-12700KF Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W,612.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EcoTank ET-2720, ET-2800, ET-2803, ET-2840, ET-4700, ET-4800, ET-4810",,,,,,,,gpt-4o-mini,"EPSON 522 EcoTank Ink Ultra-high Capacity Bottle Black (T522120-S) Works with EcoTank ET-2720, ET-2800, ET-2803, ET-2840, ET-4700, ET-4800, ET-4810",613.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother Genuine P-Touch, TZe-231 2 Pack Tape (TZE2312PK) ½”(0.47”) x 26.2 ft. (8m) 2 Count (Pack of 1) Laminated P-Touch Tape, Black on White",614.0,
Out of Scope,excluded,Mainstream,New,False,Legacy,Buffalo Games,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Buffalo Games - Gold - Eric Dowdle - Golden Gate Bridge - 500 Piece Jigsaw Puzzle for Adults - Challenging Puzzle Perfect for Game Nights,615.0,
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,JBL,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"JBL Endurance Peak 3 - Dust and Water Proof (IP68) True Wireless Active Earbuds, Pure Bass Sound, Up to 50 Total Hours of Playback with Speed Charge, Ambient Aware & Talk Thru (Black)",616.0,
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,Lenovo,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,,,,,,,,,14.0,FHD_1080p,,,,,,,,,,,,,,,,,,MediaTek Kompanio 520,,,4.0,64.0,,,,,,,,,,Chromebook,,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"Lenovo Flagship Chromebook, 14'' FHD Touchscreen Slim Thin Light Laptop Computer, 8-Core MediaTek Kompanio 520 Processor, 4GB RAM, 64GB eMMC, WiFi 6,Chrome OS, Abyss Blue",617.0,
Mobile Devices,smartwatch,Premium,New,True,Current-Gen,Garmin,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Garmin fēnix 7 Pro Sapphire Solar, Multisport GPS Smartwatch, Built-in Flashlight, Solar Charging Capability, Black",618.0,
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,ViewSonic,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,32.0,FHD_1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ViewSonic VX3276-MHD 32 Inch 1080p Widescreen IPS Monitor with Ultra-Thin Bezels, Screen Split Capability HDMI and DisplayPort",619.0,
"Cameras, Photography & Video",webcam,Mainstream,New,False,Current-Gen,Insta360,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,Link 2,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Insta360 Link 2 - PTZ 4K Webcam for PC/Mac, 1/2"" Sensor, AI Tracking, HDR, AI Noise-Canceling Mic, Gesture Control for Streaming, Video Calls, Gaming, Works with Zoom, Teams, Twitch & More",620.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 210A Cyan Toner Cartridge | Works Color Laserjet Pro 4201, Color Laserjet Pro MFP 4301 Series | W2101A",621.0,
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Brother,1.0,Laser,True,True,A4,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFC-L3720CDW,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Brother Color Laser Printer All-in-One with Scanner, Copier and Fax - Professional Wireless Business Printer with Auto Duplex and 250-Sheet Capacity for Small Office (MFC-L3720CDW)",622.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 210A Yellow Toner Cartridge | Works Color Laserjet Pro 4201, Color Laserjet Pro MFP 4301 Series | W2102A",623.0,
"Office, Printing & Power",battery,Mainstream,New,True,Current-Gen,Energizer,0.9,,,,,,8.0,,,,,,3000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Energizer MAX C Batteries, Premium Alkaline C Cell Batteries (8 Battery Count)",624.0,
Displays & Mounting,tv,Mainstream,New,False,Current-Gen,VIZIO,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,24.0,FHD_1080p,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24f-J09,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"VIZIO 24-inch D-Series Full HD 1080p Smart TV with Apple AirPlay and Chromecast Built-in, Alexa Compatibility, D24f-J09, 2022 Model",625.0,
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Skullcandy,0.95,,True,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Skullcandy Hesh Evo Wireless Over-Ear Bluetooth Headphones with Charging Cable, Noise Isolating, Up to 36 Hours Battery, Foldable Lightweight Design, Microphone for iPhone Android - True Black",626.0,
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Koss,0.9,,,,,,,,,,,,,,,,,,,on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Koss KPH7 Lightweight Portable Headphone, Black",627.0,
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Texas Instruments,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Texas Instruments TI-30XS Multiview Scientific Calculator (Pink),628.0,
"Office, Printing & Power",label_printer,Mainstream,New,False,Current-Gen,Avery,0.95,,,,A4,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Avery Flexible Printable Name Tags, 2-1/3"" x 3-3/8"", Matte White, 400 Removable Name Badges for Laser and Inkjet Printers (5395)",629.0,
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,JBL,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"JBL Tune Flex - True Wireless Noise Cancelling Earbuds (Black), Small",630.0,
Networking & Smart Home,router,Mainstream,New,True,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX5700,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS RT-AX86U Pro (AX5700) Dual Band WiFi 6 Extendable Gaming Router, 2.5G Port, Gaming Port, Mobile Game Mode, Port Forwarding, Subscription-free Network Security, VPN, AiMesh Compatible",631.0,
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,HP,1.0,Laser,False,True,A4,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"HP LaserJet Pro MFP 4101fdw Wireless Black & White All-in-One Laser Printer, Scanner, Copier, Fax, Best-for-Office (2Z619F)",632.0,
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Amazon,0.95,,,,,,,,,,,,9.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,gpt-4o-mini,"Amazon 9W Official OEM USB Charger and Power Adapter for Fire Tablets, Kindle eReaders, and Echo Dot",633.0,
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.524,USB 2.0,,,,,,M-to-M,False,,,,gpt-4o-mini,"UGREEN USB A to USB B Printer Cable 5ft - High-Speed for HP, Canon, Brother, Samsung, Dell, Epson, Lexmark, Xerox, and More",634.0,
