category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id,error_log
PC Components (Core),hdd_internal,Mainstream,Renewed/Refurbished,False,Current-Gen,Western Digital,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDD,,gpt-4o-mini,"Western Digital Ultrastar DC HC550 18TB 7200RPM 3.5"" SATA Hard Drive WUH721818ALE6L4 (Renewed)",350.0,
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Anker,0.95,,,,,,,,,,,,15.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,gpt-4o-mini,"Anker MagSafe iPhone 16 Wireless Car Charger Compatible, MagGo 15W Fast Car Charger, 360° Adjustable Angle and Strong Magnets, Car Phone Holder Mount, for iPhone 16/15/14 Series (Adapter Included)",351.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.9,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother Printer LC1053PKS Ink, Cyan, magenta, yellow",352.0,
"Office, Printing & Power",excluded,Mainstream,New,False,Current-Gen,Avery,0.9,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Avery Binder Spine Inserts, for 1 Inch Ring Binders Containing 1.4"" Spine Width, 40 Cardstock Inserts (89103)",353.0,
"Cameras, Photography & Video",webcam,Mainstream,New,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Logitech C920 Hd Pro Webcam (Black) Black,354.0,
Displays & Mounting,projector,Mainstream,New,True,Current-Gen,EPSON,0.95,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"EPSON 2022 New Upgrade Home Cinema 2350 4K PRO-UHD Smart Gaming Projector with Android TV, 3-Chip 3LCD, HDR10, HLG, 2,800 Lumens, Low Latency, 10 W Speaker, Bluetooth, Streaming Capability",355.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Holy Stone,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Holy Stone HS190 Foldable Mini Nano RC Drone for Kids Gift Portable Pocket Quadcopter with Altitude Hold 3D Flips and Headless Mode Easy to Fly for Beginners,356.0,
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,Baseus,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Baseus Laptop Docking Station, 4K Multitasking Docking Station with 2 HDMI+DP, PD, 3 USB-A, RJ45, Audio, TF/SD Card Reader, USB Hub Compatible for MacBook/Dell/HP/Surface/Lenovo",357.0,
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,ACDelco,0.9,,,,,,8.0,,,,,,,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ACDelco 8-Count D Batteries, Maximum Power Super Alkaline Battery for Home and Office, 7-Year Shelf Life, Reclosable Packaging",358.0,
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Dell,0.95,,,,,,,,,,,,130.0,W,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,USB-C,,,Dell,,,M-to-F,False,,,,gpt-4o-mini,"Dell Laptop Charger GAN 130W USB C Type C AC Adapter,XPS 15 9520 9530 XPS 17 9720 9730 AC Charger, Black, HA130PM170",359.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,STINGER,0.9,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"STINGER Audio MT20001 1-Channel Monoblock 2000 Watt RMS Car Audio Subwoofer Amplifier w/Remote Control Bass Knob, Class D, Hexfet Mosfet, Subsonic Filter, Low-Pass Filter, Bass Boost Q",360.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Epson,0.95,,True,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Epson T232 Cyan Ink Cartridge, Standard Capacity",361.0,
Accessories,adapter,Mainstream,New,False,Current-Gen,Original,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB to RS485,,,,,,,,,,,gpt-4o-mini,USB to RS485 Converter Industrial Adapter Original FT232RL and SP485EEN Fast Communication Embedded Protection Circuits Resettable Fuse ESD Protection,362.0,
Audio & Media Systems,excluded,Mainstream,New,False,Current-Gen,Line 6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Line 6 Relay G10TII (Digital Wireless Guitar Transmitter),363.0,
Displays & Mounting,mount_arm,Mainstream,New,False,Current-Gen,Ergotron,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,desk_arm,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Ergotron – Upgraded LX Pro Premium Monitor Arm, Single Monitor Desk Mount – fits Flat Curved Ultrawide Computer Monitors up to 34 Inches, 4 to 22 lbs, VESA 75x75mm or 100x100mm – Matte Black",364.0,
PC Components (Core),excluded,Mainstream,New,False,Current-Gen,ORICO,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,ORICO 5 Bay DAS Hard Drive Enclosure USB 3.0 for SATA 3.5 inch SSDs HDDs Bracket-Free External Hard Drive Bay Max up to 110TB ( Alluminum Alloy) -9858U3,365.0,
Computers & Gaming,handheld_gaming,Mainstream,New,False,Current-Gen,My Arcade,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"My Arcade Pac-Man Joystick Player:Officially Licensed Retro Gaming Console, 2 Game Modes Classic Arcade Machine, Portable Game for Kids and Adults",366.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,GVM,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"GVM Great Video Maker LED Ring Light 5600K Selfie Light, Smartphone Video Rig & Phone Video Stabilizer for Camera, Smartphone, Makeup, YouTube Setup, Self-Portrait Shooting with Bluetooth",367.0,
Out of Scope,excluded,Mainstream,New,True,Current-Gen,Nikon,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Nikon PROSTAFF P7 10x42 Binocular | Waterproof, fogproof, Rubber-Armored Full-Size Binocular, Oil & Water Repellent Coating & Locking Diopter | Official Nikon USA Model",368.0,
Networking & Smart Home,smart_sensor,Mainstream,New,False,Current-Gen,Yealink,0.9,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,Wired,,,7.0,FHD_1080p,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP56-TEAMS-E2,,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,Yealink MP56-TEAMS-E2 - PoE - Android 13 OS - 7 inch (1024 x 8600) capacitive Touch Screen - Power Adapter NOT Included,369.0,
Networking & Smart Home,router,Mainstream,New,False,Current-Gen,Mikrotik,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,AX1800,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,gpt-4o-mini,Mikrotik hEX RB750Gr3 5-port Ethernet Gigabit Router,370.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Not Specified,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,10-18mm F2.8 DC DN (for E Mount),371.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Motorola,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Motorola DTR700 900 MHz 50-Channel Digital Two-Way Radio,372.0,
"Cameras, Photography & Video",lens,Mainstream,New,True,Current-Gen,Nikon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoom,4.5,,,,,,,,,,,,,,,,AF-S DX NIKKOR 55-300mm,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Nikon AF-S DX NIKKOR 55-300mm f/4.5-5.6G ED Vibration Reduction Zoom Lens with Auto Focus for Nikon DSLR Cameras,373.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Kate,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Kate Collapsible Pop-Up Backdrop for Self-Tape Auditions, Professional Headshots, Video Conferencing & Live Streaming - Portable Photography Background (5'x6.5' / 1.5x2m, Blue/Gray)",374.0,
Networking & Smart Home,mesh_system,Mainstream,New,False,Current-Gen,Linksys,0.95,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX3000,3.0,Tri-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Linksys Multi-gig Micro Mesh WiFi 6 System | Connect 100+ Devices | Up to 5,000 Sq Ft | Speeds of up to 3.0 Gbps | 3Pk | No App Required | 2024 Release",375.0,
"Office, Printing & Power",envelope,Mainstream,New,False,Current-Gen,Quality Park,0.95,,,,A4,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Quality Park #8 5/8 Double-Window Security Envelopes, Self-Sealing, Tamper Evident, For Checks, Payroll, 24 lb White Wove, 3-5/8 x 8-5/8 Inches, 500/Box (QUA67539)",376.0,
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,USB-C to DisplayPort 1.4,True,,,,,M-to-M,,,,,gpt-4o-mini,"UGREEN Bidirectional USB C to DisplayPort 1.4 Cable 8K@60Hz 4K@240Hz DisplayPort to USB C Thunderbolt 4 Cord Alu Braided Compatible iPhone 16 Pro Max, Galaxy S25, MacBook Pro/Air, iPad, XPS 17, 6.6FT",377.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Icom,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Icom M94d Vhf Marine Radio W/dsc & Ais,378.0,
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Energizer,0.95,,,,,,5.0,,,,,,357.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Energizer 357/303 (SR44W, SR44SW, EPX76) Silver Oxide Multi Drain Watch Battery. On Tear Strip (Pack of 5)",379.0,
Peripherals & Input,mouse,Mainstream,New,False,Last-Gen,Gaming,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,Gaming Mouse,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Gaming Mouse (2018 model), Mercury White",380.0,
PC Components (Core),psu,Mainstream,New,False,Current-Gen,STINGER,0.9,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"STINGER Audio Monoblock Car Audio Amplifer with Bass Remote, Bridgeable, Class D 1-Channel Car Amplifier, Mosfet Power Supply, High/Low-Level Input, Competition Grade Amplifier (Black - 1500W)",381.0,
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Jabra,0.95,,,,,,,,,,,,,,,,,,True,over-ear,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Jabra Engage 65 Wireless Headset, Mono – Telephone Headset with Industry-Leading Wireless Performance, Advanced Noise-Cancelling Microphone, Call Center Headset with All Day Battery Life",382.0,
Accessories,strap_grip,Mainstream,New,False,Current-Gen,PopSockets,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,iPhone MagSafe,,,,True,,,,gpt-4o-mini,"PopSockets PopGrip for MagSafe, Magnetic Phone Grip & Stand, Swappable Top, Secure Grip for iPhone MagSafe Cases, Kickstand for Hands-Free Viewing, Wireless Charging Compatible - Translucent Black",383.0,
Networking & Smart Home,router,Mainstream,New,False,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX3000,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS RT-AX57 Go - AX3000 Dual Band WiFi 6 (802.11ax) Travel Router, Support 4G/5G Mobile tethering&Public WiFi (WISP) Mode, Subscription-Free Network Security, VPN Features, AiMesh, Guest Portal",384.0,
Accessories,stylus,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,iPad,,,,,,,,gpt-4o-mini,"ESR Pencil (1st Generation) for iPad 2018-2025, Tilt Sensitivity, Palm Rejection, Compatible with iPad 11th(A16)/10th Generation,Air 11""/13"", Pro 11""/12.9""/13"",Mini 6/5, White",385.0,
"Cameras, Photography & Video",security_cam,Mainstream,New,False,Cutting-Edge,REOLINK,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"REOLINK Smart 4K/8MP UHD PTZ Dome Security Camera with Cutting-Edge 16X Optical Zoom, Spotlights Color Night Vision, Person/Vehicle/Animal Detection, 2 Way Talk, 24/7 Recording",386.0,
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,240.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,USB-C 3.2 Gen 2,,,,,,M-to-M,False,,,240.0,gpt-4o-mini,"UGREEN USB C to USB C 3.2 Gen 2 Cable, 4K Video Monitor Display USB C Cable 10Gbps Data Transfer, 240W PD Fast Charging for iPhone 16/15, Samsung Galaxy S24/S23, MacBook Pro, iPad Pro, Dell XPS, 3.3FT",387.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Godox,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Godox X3N X3-N TTL Wireless Flash Trigger for Nikon Camera, 2.4G Wireless Touchscreen Flash Transmitter, Support TTL Auto/Manual/Multi Flash, Built-in Lithium Battery, High-Definit OLED Screen",388.0,
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Polk,0.95,,,,,,2.0,,,,,,,,2.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Polk Signature Elite ES15 Bookshelf Speaker - Hi-Res Audio Certified, Dolby Atmos & DTS:X Compatible, 1"" Tweeter & 5.25"" Woofer, Power Port Technology for Effortless Bass (Pair, Stunning Black)",389.0,
Peripherals & Input,external_drive,Mainstream,New,False,Current-Gen,PNY,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,USB 3.2 Type-C,,,,,,,,,Flash,,gpt-4o-mini,"256GB PNY Elite-X Fit Type-C USB 3.2 Flash Drive – Up to 200MB/s Read, Up to 100MB/s Write, Advanced Performance, Convenient Portable Data Storage, Ultra Compact Fit Design, Type-C Connector",390.0,
PC Components (Core),gpu,Mainstream,New,False,Current-Gen,ASRock,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel ARC B580,12.0,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,ASRock Intel ARC B580 Challenger 12GB OC GDDR6 19 Gbps 192 Bits 2740 MHz 650W 7680 x 4320 Dual Fan Graphics Card,391.0,
PC Components (Core),hdd_internal,Mainstream,New,True,Current-Gen,Dell,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDD,,gpt-4o-mini,"Dell 1.2TB 10K 12GB/s SAS 2.5"" Hard Drive for R630 R730 R730XD (WXPCX)",392.0,
PC Components (Core),hdd_internal,Mainstream,New,False,Legacy,ADATA,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.0,,,,,,,,,,HD710 Pro,,,,True,,,,,USB 3.1,,,,,,,,,HDD,,gpt-4o-mini,"ADATA HD710 Pro 2TB USB 3.1 IP68 Waterproof/Shockproof/Dustproof Ruggedized External Hard Drive, Black (AHD710P-2TU31-CBK)",393.0,
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Ricoh,0.9,,,,,,,,,,,,2000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Ricoh DB-110 Rechargeable Li-Ion Battery GR Series WG6 G900 Theta X,394.0,
"Cameras, Photography & Video",lens,Mainstream,New,True,Current-Gen,Sony,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Sony FE 2.0x Teleconverter,395.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Southwire,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Southwire MH8010 Wire Smart Hand Caddy for Spooled Wire,396.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Texas Instruments,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Texas Instruments XXBT-KT-B Rechargeable Battery without Wire,397.0,
PC Components (Core),gpu,Mainstream,New,True,Current-Gen,GIGABYTE,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTX 3050,6.0,,,,Gen4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"GIGABYTE GeForce RTX 3050 OC Low Profile 6G Graphics Card, 2X WINDFORCE Fans, 6GB GDDR6 96-bit GDDR6, GV-N3050OC-6GL Video Card",398.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,E-Z Ink,0.95,,True,,,,20.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,E-Z Ink Compatible Ink Cartridges Replacement for Canon 250 251 XL PGI-250XL CLI-251XL to use with Pixma MX922 MX920 MG5520 MG7520 IX6820 IP8720 MG6620 MG6320 MG7120 (20 Pack),399.0,
Peripherals & Input,mouse,Mainstream,New,True,Current-Gen,SteelSeries,0.95,,,,,,,,,,,,,,,,,,,,,,,,12000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"SteelSeries Rival 650 Quantum Wireless Gaming Mouse - Rapid Charging, 12,000 Cpi Dual Sensor, 256 Weight Configs, 8 Zone RGB Lighting",400.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Godox,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Godox X3C X3 C X3-C TTL Wireless Flash Trigger Compatible for Canon Camera, OLED Touchscreen Flash Transmitter,Built-in Lithium Battery+Quick Charge(Upgrade Version of X2T-C/Xpro-C/XProII-C)",401.0,
Computers & Gaming,desktop,Mainstream,Renewed/Refurbished,False,Current-Gen,Dell,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7-9700,,,32.0,1024.0,DDR4,,,,,,,,,Optiplex 7070,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Dell Optiplex 7070 Tower Desktop Computer | Intel i7-9700 (3.4) | 32GB DDR4 RAM | 1TB SSD Solid State | Windows 11 Pro | Internal Wi-Fi 6 PCIe Adapter (Renewed),402.0,
"Office, Printing & Power",surge_protector,Mainstream,New,False,Current-Gen,ABB,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"THOMESURGEP by ABB • SurgePro™ Surge Protective Device • Externally Mounted Wired Residential SPD for Retail and Home • Type 1 SPD • Safe, Reliable, and Functional",403.0,
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,Dell,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2725HE,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Dell 27 USBC Hub Monitor P2725HE,404.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Insta360,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Insta360 GPS Action Remote,405.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"EPSON 802 DURABrite Ultra Ink Standard Capacity Yellow Cartridge (T802420-S) Works with WorkForce Pro WF-4720, WF-4730, WF-4734, WF-4740",406.0,
Mobile Devices,drone,Mainstream,New,True,Current-Gen,DJI,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Original Mini 3 Pro Fly More Kit Plus for DJI Mini 3,Original Accessories (Plus version（Battery life 47-min）)",407.0,
Accessories,protection_case,Mainstream,New,False,Legacy,BAGSMART,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,"MacBook, Dell, HP",,,,,,,,gpt-4o-mini,"BAGSMART 15.6 Inch Laptop Case, Lightweight Puffy Laptop Sleeve with Handle, Compatible with MacBook Air Pro 15 16 Inch M4 M3 M2 M1, Laptop Bag for Women Fitted with Dell,HP, Pink",408.0,
