product_title,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,product_category,product_segment,log_original_price,log_purchased_last_month,log_total_reviews,extracted_brand
"Insta360 ONE X2 360 Degree Waterproof Action Camera, 5.7K 360, Stabilization, Touch Screen, AI Editing, Live Streaming, Webcam, Voice Control",4.5,No Badge,Organic,1,0,0,0.47,Cameras & Photography,Media,6.066084887978432,6.2166061010848646,8.47595444339964,Roku
"Jabra Evolve 65 MS Wireless Headset, Stereo – Includes Link 370 USB Adapter – Bluetooth Headset with Industry-Leading Wireless Performance, Advanced Noise-Cancelling Microphone, All Day Battery",4.0,No Badge,Organic,1,0,0,0.0,"Audio, Sound & Recording Gear",Media,5.225692908827035,5.993961427306569,8.615951963439501,Tp-Link
"Energizer EN91 Industrial Alkaline Batteries, AA (Box of 144 Batteries) - Made in The USA or Singapore",4.6,No Badge,Organic,1,0,0,0.0,Power & Batteries,Media,4.185859671057874,6.55250788703459,6.2766434893416445,Duracell
"Baseus 163W Retractable Car Charger USB C Fast Charging, PrimeTrip VR2 Max 4 in 1 Fast Car Charger with Dual Retractable USB C Cable for iPhone 16 15 14 Pro Max, Samsung Galaxy S25 Ultra, Android",4.5,No Badge,Organic,0,0,0,0.4,"Chargers, Adapters & Cables",Media,3.931629535067065,6.90875477931522,4.04305126783455,Samsung
Kodak colorplus film 200 (pack of 3),4.8,No Badge,Organic,1,0,0,0.0,Cameras & Photography,Baja,3.507956918233689,6.90875477931522,6.601230118728877,Western Digital
"Texas Instruments TI-30X IIS 2-Line Scientific Calculator, Lavender",4.8,No Badge,Organic,1,0,0,0.0,"Office Supplies, Ink & Toner",Baja,2.9439125248241944,6.803505257608338,6.826545223556594,Texas
"Epson Workforce ES-580W Wireless Color Duplex Desktop Document Scanner for PC and Mac with 100-sheet Auto Document Feeder (ADF) and Intuitive 4.3"" Touchscreen",4.4,No Badge,Sponsored,1,0,0,0.16,Printers & Scanners (Hardware),Media,6.111445166307853,6.55250788703459,6.645090969505644,Scotch
"AT&T GL2101-2 DECT 6.0 2-Handset Cordless Home Phone with Call Block, Caller ID, Full-Duplex Handset Speakerphone, 2"" White Backlit Display, Lighted Keypad (Graphite & Black)",4.3,No Badge,Organic,1,0,0,0.0,Mobile Cell Phones & Smartphones,Media,3.783052624131186,6.90875477931522,7.815207062189088,Unknown
"Lenovo Essential Full HD 1080P Webcam, Dual Microphone, No Driver 1.8m USB 2.0, Wide-Angle, Tilt-Control, 360-Degree Rotation, Black",4.4,Amazon's,Organic,1,0,0,0.33,Computer Peripherals,Media,3.7133281345162463,6.90875477931522,7.823245690685523,Lenovo
"SAMSUNG Galaxy FIT 3 [2024] 1.6"" AMOLED Display | 14 Days Battery Life | 100+ Watchfaces | 100+ Exercise Modes | International Model - (Pink)",4.5,No Badge,Organic,1,0,0,0.08,Wearables,Media,4.02535169073515,6.90875477931522,6.646390514847729,Samsung
"Mounting Dream TV Mount Fixed for Most 26-60 Inch LED, LCD and Plasma TVs, TV Wall Mount TVs Bracket up to VESA 400x400mm and 100 LBS Loading Capacity, Low Profile and Space Saving Flat Mount MD2361-K",4.7,No Badge,Organic,1,0,0,0.0,TV & Video Displays,Baja,3.2577118486533987,6.90875477931522,9.384797753713336,Vivo
Kodak Ultramax 400 Color Negative Film (ISO 400) 35mm 24-Exposures - 2 Pack (2 Items),4.7,No Badge,Organic,1,0,0,0.0,Cameras & Photography,Baja,3.173459961337718,6.90875477931522,7.627057417018934,Western Digital
Jabra Evolve2 65 Headset MS Stereo Black,4.3,No Badge,Organic,1,1,0,0.0,"Audio, Sound & Recording Gear",Media,5.252221070655064,5.993961427306569,7.593877844605118,Unknown
"HP 17 Business Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 32GB RAM, 1TB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Pro, Silver",4.2,No Badge,Organic,1,0,0,0.0,Laptops,Media,6.284115504180345,5.707110264748875,7.731053144007127,Intel
"Apple iPhone 11 Pro, 64GB, Space Gray - Unlocked (Renewed)",4.2,No Badge,Organic,0,0,0,0.07,Mobile Cell Phones & Smartphones,Media,5.419118066693741,5.993961427306569,8.583542571957771,Apple
"Turtle Beach Stealth 600 Wireless Multiplatform Amplified Gaming Headset for PC, PS5, PS4, & Mobile – Bluetooth, 80-Hr Battery, Noise-Cancelling Flip-to-Mute Mic, Waves 3D Audio –Black",4.1,No Badge,Organic,1,0,0,0.18,"Audio, Sound & Recording Gear",Media,4.6150215020384655,6.2166061010848646,7.274479558773871,Microsoft
"ASUS TUF Gaming 1000W Gold (1000 Watt, ATX 3.0 Compatible Fully Modular Power Supply, 80+ Gold Certified, Military-Grade Components, Dual Ball Bearing, Axial-tech Fan, PCB Coating, 10 Year Warranty)",4.7,No Badge,Organic,1,0,0,0.1,PC Components,Media,5.225692908827035,6.2166061010848646,5.726847747587197,Logitech
"PHILIPS FX10 Bluetooth Stereo System for Home with CD Player , MP3, USB, FM Radio, Bass Reflex Speaker, 230 W, Remote Control Included",4.3,No Badge,Organic,1,0,0,0.17,"Audio, Sound & Recording Gear",Media,5.525413097700675,5.993961427306569,7.833203948641057,Roku
"KODAK Printomatic Full-Color Instant Print Digital Camera - Colorful Photos On Zink 2x3"" Sticky-Back Photo Paper - 5MP, Portable, Creative Fun Gift for Birthday, Christmas, Holiday - Blue",3.9,No Badge,Organic,1,0,0,0.0,"Office Supplies, Ink & Toner",Media,4.126973081713828,6.2166061010848646,10.21299226949838,Western Digital
G.SKILL Trident Z5 Neo Series (AMD Expo) DDR5 RAM 64GB (2x32GB) 6000MT/s CL30-40-40-96 1.40V Desktop Computer Memory UDIMM - Matte Black (F5-6000J3040G32GX2-TZ5N),4.7,No Badge,Organic,0,0,0,0.0,PC Components,Media,5.375232110316162,6.2166061010848646,5.552959584921617,Amd
"Dell P2425H 24"" Full HD (1920x1080) PC Display, 100Hz, IPS, 5ms, 99% sRGB, USB-C, DisplayPort, HDMI, VGA, 4X USB, 3 Year Warranty, Black",4.2,No Badge,Organic,1,0,0,0.14,PC Components,Media,5.525413097700675,5.303304908059076,6.1779441140506,Dell
"Holy Stone GPS Drone with 4K UHD Camera for Adults Beginner; HS360S 249g Foldable FPV RC Quadcopter with 10000 Feet Control Range, Brushless Motor, Follow Me, Smart Return Home, 5G Transmission",4.1,No Badge,Organic,1,1,1,0.1,"Audio, Sound & Recording Gear",Media,5.30325515557766,5.993961427306569,9.14216859187285,Duracell
"HP ProBook 450 G10 Business Laptop (15.6"" FHD Anti-Glare, Intel 10-Core i5-1334U, 16GB RAM, 512GB SSD, (Beats i7-1255U)) Backlit KB, Webcam, Ethernet, Wi-Fi 6E, Win 11 Pro w/ AI Copilot, Silver",4.0,No Badge,Organic,0,0,0,0.0,Laptops,Media,6.535241271013659,4.61512051684126,3.4339872044851463,Intel
"ARRIS (G36) - Cable Modem Router Combo - Fast DOCSIS 3.1 Multi-Gigabit WiFi 6 (AX3000), Approved for Comcast Xfinity, Cox, Spectrum & More, 1.2 Gbps Max Speeds, 2x2 OFDM",3.7,No Badge,Organic,1,0,0,0.05,Networking,Media,5.831853151340319,5.993961427306569,8.633731007664188,Unknown
"AOC Wireless Gaming Headset for PS5, PS4, Nintendo Switch, PC, Bluetooth 5.4 & 2.4GHz Gaming Headphones with Noise Canceling Mic, RGB, Type-C, 20ms Latency, 45H, 7.1 Virtual Surround- Black",4.7,No Badge,Organic,0,0,0,0.4,Computer Peripherals,Media,4.110709916308365,6.90875477931522,4.969813299576001,Microsoft
"UGREEN 65W USB C Charger Block, Nexode 3-Port GaN Fast Type C Charger, Compact Foldable Power Adapter for MacBook Pro/Air, Dell XPS, iPhone 16/15, iPad Pro, Galaxy S25, (Black)",4.7,No Badge,Organic,1,1,0,0.38,"Chargers, Adapters & Cables",Media,3.7133281345162463,6.90875477931522,9.218209330354878,Dell
"Dell WD19 180W Docking Station (130W Power Delivery) USB-C, HDMI, Dual DisplayPort, Black",4.0,No Badge,Organic,1,0,0,0.0,TV & Video Displays,Media,5.010635294096256,5.993961427306569,7.311886164077165,Dell
"STAEDTLER Noris Jumbo Digital Stylus Pen: No Charging, EMR Palm Rejection, 4.096 Pressure Levels, Hexagonal Shape, Natural Writing and Drawing on Touchscreen Tablet, Laptop, Phone",4.5,No Badge,Organic,1,0,0,0.06,Computer Peripherals,Media,3.618188713491167,6.90875477931522,9.164610520270008,Western Digital
"CyberPower CPS1215RMS Rackmount Surge Protector, 120V/15A, 12 Outlets, 15 ft Power Cord, 1U Rackmount",4.8,No Badge,Organic,1,0,0,0.0,"Chargers, Adapters & Cables",Media,4.18950321539533,6.2166061010848646,8.267192185932146,Monoprice
"Epson Perfection V19 II Color Photo and Document Flatbed Scanner with 4800 dpi Optical Resolution, USB Power and High-Rise, Removable Lid",4.2,No Badge,Organic,1,0,0,0.0,Printers & Scanners (Hardware),Baja,4.6150215020384655,6.68586094706836,7.942006808489856,Scotch
"Logitech Multimedia Speakers Z150 with Stereo Sound for Multiple Devices, Black",4.2,No Badge,Organic,0,1,0,0.0,"Audio, Sound & Recording Gear",Baja,3.1350593387750902,6.90875477931522,8.316789127071518,Logitech
"Brother Genuine LC3011BK, LC30113PKS Standard Yield Black/Cyan/Magenta/Yellow Ink Cartridge Set, LC3011",4.4,No Badge,Organic,1,0,0,0.0,"Office Supplies, Ink & Toner",Media,4.059580569785761,6.90875477931522,7.538494999413465,Tp-Link
"Canon Genuine 070 Black Toner Cartridge Compatible with MF465dw, MF462dw, LBP247dw, LBP246dw",4.4,No Badge,Organic,1,0,0,0.1,"Office Supplies, Ink & Toner",Media,4.919907930463299,6.398594934535208,4.406719247264253,Canon
"UBeesize 12’’ Ring Light with Overhead Phone Mount, LED Selfie Light with Stand and Phone Holder for iPhone and Laptop, Desk Light for Video Recording, Zoom Meeting, Live Streaming, Tiktok, YouTube",4.3,No Badge,Organic,1,0,0,0.1,Small Gadget Accessories (Cases & Protectors),Media,3.7133281345162463,6.90875477931522,9.37169362233394,Vivo
"AAA Batteries, 48 count - Energizer MAX Premium Alkaline Triple A Battery",4.8,No Badge,Organic,1,0,0,0.27,Power & Batteries,Media,3.582963228522387,6.90875477931522,10.885060279102886,Duracell
Google 45W USB-C Power Charger - Fast-Charging Pixel Phone Charger - Compatible with Google Products and Other USB-C® Devices - Snow,4.7,Amazon's,Organic,1,0,0,0.17,"Chargers, Adapters & Cables",Media,3.433664571799657,6.90875477931522,5.762051382780177,Texas
Peak Design Leash Camera Strap,4.7,No Badge,Organic,1,1,0,0.0,Cameras & Photography,Baja,3.9308447596687337,6.90875477931522,8.20685642839965,Unknown
"Polk Audio RC80i 2-Way Premium in-Ceiling 8"" Round Speakers, Set of 2 Perfect for Damp and Humid Indoor/Outdoor Placement - Bath, Kitchen, Covered Porches (White, Paintable-Grille)",4.7,Best Seller,Organic,1,0,0,0.2,"Audio, Sound & Recording Gear",Media,5.521460917862246,5.993961427306569,8.566554620953962,Jbl
"Eneloop Panasonic BK-3HCCA8BA pro AA High Capacity Ni-MH Pre-Charged Rechargeable Batteries, 8-Battery Pack",4.7,No Badge,Organic,1,0,0,0.18,Power & Batteries,Media,3.8709926558701535,6.90875477931522,9.216819338073892,Duracell
"AT&T DECT 6.0 Expandable Cordless Phone with Answering System, Silver/Black with 3 Handsets",4.3,No Badge,Organic,1,0,0,0.19,Mobile Cell Phones & Smartphones,Media,4.453765731828859,6.803505257608338,10.431111294578,Unknown
"Hisense 55"" Class QD7 Series Mini-LED 4K UHD Smart Fire TV (55QD7QF, 2025 Model) - QLED, HDR10+, Dolby Vision, Dolby Atmos, Game Mode Plus, ALLM, Alexa Built in with Voice Remote, Streaming TV, Black",4.2,No Badge,Organic,0,0,0,0.0,TV & Video Displays,Media,5.9107695434023055,5.303304908059076,5.783825182329737,Roku
"Logitech Rally Bar All-in-One Video Bar for Medium and Large Rooms, Graphite",4.0,No Badge,Organic,1,0,0,0.29,TV & Video Displays,Alta/Premium,8.34283980427146,4.61512051684126,2.6390573296152584,Logitech
"Epson EcoTank ET-4850 Wireless All-in-One Cartridge-Free Supertank Printer with Scanner, Copier, Fax, ADF and Ethernet – The Perfect Printer Office - White, Medium",4.2,No Badge,Organic,1,1,0,0.0,Printers & Scanners (Hardware),Media,6.094427190165807,5.707110264748875,7.513163545234075,Scotch
"OWC 11-Port Thunderbolt Dock, 96W Charging, Single 8K Display or Dual 5K displays, 3 x Thunderbolt, 4 x USB, GbE, SD, Compatbile M1/M2 Macs, Thunderbolt 3 Macs, Thunderbolt 4 PCs, and USB-C Devices",4.2,No Badge,Organic,1,0,0,0.05,Computer Peripherals,Media,5.30325515557766,5.993961427306569,6.52649485957079,Owc
Ubiquiti Networks Dream Router Wi-Fi 7 (UDR7),4.3,No Badge,Organic,0,0,0,0.0,Networking,Media,5.66988092298052,5.707110264748875,3.8501476017100575,Unknown
HP 10bII+ Financial Calculator,4.7,No Badge,Organic,0,0,0,0.0,Printers & Scanners (Hardware),Baja,3.45883716110857,6.55250788703459,7.170119543449628,Texas
"Epson Expression Photo HD XP-15000 Wireless Color Wide-Format Printer, Amazon Dash Replenishment Ready, Black, Large",3.9,No Badge,Organic,1,1,0,0.3,"Office Supplies, Ink & Toner",Alta/Premium,6.066084887978432,5.707110264748875,7.675546002537848,Amazon
"Energizer 2032 Batteries (2 Pack), 3V Lithium Coin Batteries",4.8,No Badge,Organic,0,0,0,0.0,Power & Batteries,Baja,1.8066480817218056,8.006700845440367,10.037056444457544,Duracell
"MOSISO 360 Protective Laptop Shoulder Bag,15-15.6 inch Computer Bags Compatible with MacBook Pro 16 inch, HP, Dell, Lenovo, Asus Notebook,Side Open Messenger Bag with 4 Zipper Pockets, Black",4.7,No Badge,Organic,0,1,0,0.0,Laptops,Baja,3.4239368686316447,6.90875477931522,8.259716961021523,Dell
Apple Watch Magnetic Fast Charger to USB-C Cable (1m),4.8,No Badge,Organic,1,0,0,0.19,"Chargers, Adapters & Cables",Media,3.4011973816621555,6.90875477931522,8.877800393882575,Apple
"Synology HAT3300 4TB Plus Series SATA HDD 3.5"" (HAT3300-4T)",4.6,No Badge,Organic,1,0,0,0.0,PC Components,Media,4.6150215020384655,5.993961427306569,5.676753802268282,Crucial
"Polk Audio Atrium 4 Outdoor Speakers with Powerful Bass (Pair, Black), All-Weather Durability, Broad Sound Coverage, Speed-Lock Mounting System",4.6,No Badge,Organic,1,0,0,0.24,"Audio, Sound & Recording Gear",Media,5.420534999272286,5.993961427306569,9.183791036742646,Jbl
Lian Li UNI Fan SL-Infinity Wireless 120 - Triple Pack (Reverse Blade) - 2.4 GHz Wireless Signal ARGB Fan Control - Double Infinity Mirror - Low Noise - Controller Included - Black (12RSLIN1W3B),4.6,No Badge,Organic,1,0,0,0.0,Other Electronics,Media,4.663344750039164,6.2166061010848646,3.555348061489413,Scotch
"RØDE NT-USB Mini Versatile Studio-quality Condenser USB Microphone with Free Software for Podcasting, Streaming, Gaming, Music Production, Vocal and Instrument Recording,Black",4.5,No Badge,Organic,1,0,0,0.0,"Audio, Sound & Recording Gear",Media,4.700480365792417,6.398594934535208,9.826120428959683,Roku
"Skullcandy Set USB-C Wired Earbuds with Noise Isolating Fit, Built-In Microphone Call and Track Control for iPhone Android, Ear Gel Sizes Included for Custom Fit - True Black",4.4,No Badge,Organic,1,0,0,0.0,Wearables,Baja,3.555348061489413,6.90875477931522,7.362010551259734,Jbl
"WYZE Floodlight Camera Pro, PCMag Editors' Choice 3000-Lumen LEDs, 2.5K HD Outdoor Security Camera, 180° Wide View, Color Night Vision, Works with Alexa & Google, Wired. Free Expert Setup",4.3,No Badge,Organic,1,1,0,0.0,Cameras & Photography,Media,5.010035114024223,6.2166061010848646,7.30854279753919,Lorex
"Canon CLI-251 BK/CMY 4PK Compatible to MG6320, iP7220, MG5420, MX922, MG7120, MG6420, MG5520, iX6820, iP8720, MG7520, MG6620, MG5620",4.6,No Badge,Organic,1,0,0,0.08,Printers & Scanners (Hardware),Baja,4.110709916308365,6.90875477931522,8.752107198329362,Canon
"SABRENT 2.5 Inch SATA to USB 3.0 Tool Free External Hard Drive Enclosure [Optimized for SSD, Support UASP SATA III] Black (EC-UASP)",4.6,No Badge,Organic,1,0,1,0.0,Computer Peripherals,Baja,2.5641798306825083,7.601402334583733,11.224349659925092,Seagate
"acer USBC Cable, 240W USB C Cable (6.6FT/2 Pack), C to C Fast Charging Nylon Braided Type-C Charger Cord Compatible with iPhone16/15 Pro Max, Galaxy S25/S24, MacBook Pro/Air, iPad, Laptop, etc.",4.6,No Badge,Organic,0,0,0,0.31,"Chargers, Adapters & Cables",Baja,2.63834278867739,7.601402334583733,6.313548046277095,Dell
"ARRIS (SB6190) - Cable Modem - DOCSIS 3.0 32x8 Gigabit Modem, For Comcast Xfinity, Cox, check with ISP for compatibility [Not for Spectrum] 1 Gbps Port, 800 Mbps Max Speed, 2 Year Warranty - White",4.2,No Badge,Organic,1,0,0,0.44,Networking,Media,4.6150215020384655,6.2166061010848646,8.435983135990694,Roku
"KODAK PIXPRO WPZ2 Rugged Waterproof Shockproof Dustproof WiFi Digital Camera 16MP 4X Optical Zoom 1080P Full HD Video Vlogging Camera 2.7"" LCD (Blue)",4.2,No Badge,Organic,0,0,0,0.0,Cameras & Photography,Media,4.919177683607421,6.2166061010848646,6.688354713946762,Western Digital
"Panasonic Premium 4K Blu Ray Player, UHD DVD Blu Ray Player with Hi-Res Sound, 4K VOD Streaming, HDR10+ and Dolby Vision™, DP-UB450 (Black)",4.3,No Badge,Organic,1,0,0,0.17,TV & Video Displays,Media,5.484755438853831,5.707110264748875,5.43372200355424,Roku
"Microsoft Surface Dock (Pd9-00003),Black",4.5,No Badge,Organic,1,0,0,0.09,PC Components,Media,4.69125613490122,6.2166061010848646,8.398184404834035,Microsoft
"DEWALT DXFRS800 2 Watt Heavy Duty Walkie Talkies - Waterproof, Shock Resistant, Long Range & Rechargeable Two-Way Radio with VOX (2 Pack)",4.4,No Badge,Organic,1,0,0,0.05,Power & Batteries,Alta/Premium,5.003342096602114,5.993961427306569,7.886832998955056,Duracell
Brother DS-740D Duplex Compact Mobile Document Scanner,4.3,No Badge,Organic,1,0,0,0.12,Printers & Scanners (Hardware),Media,5.141605075260502,5.993961427306569,7.732807530422021,Canon
"ASUS ZenWiFi BQ16 Pro Quad-Band WiFi 7 Mesh Router (2 Pack), up to 8000 sqft, 2X 10G Ports Each, Smart Home Master with Multi-SSID, VPN & Parental Controls, Subscription-Free Security, AiMesh",4.0,No Badge,Organic,1,0,0,0.15,Smart Home & Security,Alta/Premium,7.003965054029298,5.303304908059076,6.218600119691729,Intel
"HP 508X Black High-yield Toner Cartridge | Works with HP Color LaserJet Enterprise M552, M553, HP Color LaserJet Enterprise MFP M577 Series | CF360X",4.6,No Badge,Organic,0,0,0,0.0,"Office Supplies, Ink & Toner",Media,5.774209872273912,5.707110264748875,5.303304908059076,Hp
"Samsung UN43DU7200DXZA 43"" Crystal UHD TV with Mega Contrast (2025)",4.4,No Badge,Organic,0,0,0,0.0,TV & Video Displays,Media,5.442374419541463,5.993961427306569,3.7612001156935615,Samsung
"Samsung 15W Wireless Charger Single, Cordless Super Fast Charging Pad for Galaxy Phones and Devices, Compact Design, LED Indicator, USB C Cable Included, 2022, US Version, Grey",4.4,No Badge,Organic,1,0,0,0.05,"Chargers, Adapters & Cables",Media,4.024815832903268,6.2166061010848646,7.989560449333865,Samsung
"HP 87X Black High-yield Toner Cartridge | Works with HP LaserJet Enterprise M506 Series, HP LaserJet Enterprise MFP M527 Series, HP LaserJet Pro M501 Series | CF287X",4.4,No Badge,Organic,0,0,0,0.0,"Office Supplies, Ink & Toner",Alta/Premium,6.044744616550266,5.303304908059076,5.594711379601839,Hp
"HP 932XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 6100, 6600, 6700, 7110, 7510, 7610, 7612 | CN053AN",4.6,No Badge,Organic,0,1,0,0.0,"Office Supplies, Ink & Toner",Media,4.07567129695648,6.803505257608338,8.891786635857315,Tp-Link
"UGREEN USB to Ethernet Adapter, Plug and Play Ethernet Adapter, Aluminium Shell, 1Gbps Gigabit RJ45 to USB 3.0 Network Dongle, Compatible with Nintendo Switch, Laptop, MacBook, Surface Pro, Windows",4.6,No Badge,Organic,0,0,0,0.33,Computer Peripherals,Baja,2.771963526845863,7.601402334583733,8.481773246184977,Microsoft
"SanDisk 64GB Extreme PRO microSDXC Card + SD Adapter + RescuePro Deluxe, up to 200 MB/s, with A2 App Performance, for Smartphones, Action Cameras or Drones UHS-I Class 10 U3 V30",4.8,No Badge,Organic,1,0,0,0.0,Storage & Memory Cards,Baja,2.6871669901857858,6.90875477931522,8.692825760059396,Apple
"SAMSUNG Galaxy Tab A9+ 5G (128GB, 8GB, Cellular) 11"" 90Hz, Snapdragon, Android 13 Tablet (Fully Unlocked International Model for Global, Makes Calls T-Mobile Only) X216 (w/Fast Charger, Graphite)",4.1,No Badge,Organic,1,0,0,0.0,Mobile Cell Phones & Smartphones,Media,5.325397370951779,5.993961427306569,4.574710978503383,Samsung
"TP-Link AV600 Powerline Ethernet Adapter Kit - Gigabit Port, Plug Pair &Play, Power Saving, Nano Sized Powerline Network Adapter (TL-PA4010 KIT)",4.2,No Badge,Organic,1,0,0,0.22,"Chargers, Adapters & Cables",Media,3.7133281345162463,6.90875477931522,9.91773556580133,Tp-Link
"NETGEAR Nighthawk Modem Router Combo C7000-Compatible with Cable Providers Including Xfinity by Comcast, Spectrum, Cox,Plans Up to 800Mbps | AC1900 WiFi Speed | DOCSIS 3.0",4.2,No Badge,Organic,1,0,0,0.0,Networking,Media,5.25227342804663,6.2166061010848646,8.684570300824369,Unknown
"acer Wireless Gaming Headset, PS5 Headset with 2.4GHz for Ps5, Ps4, PC, Switch, Bluetooth 5.3 + 100Hrs Gaming Headphones with Noise Canceling Mic for Laptop, Mobile, Mac, 50mm Drivers (Red)",4.2,No Badge,Organic,0,0,0,0.35,"Audio, Sound & Recording Gear",Baja,3.931629535067065,6.90875477931522,6.744059186311348,Microsoft
"Canon Office Products 2198C001 Canon MP11DX-2 Desktop Printing Calculator with Currency Conversion, Clock and Calendar",4.6,No Badge,Organic,1,0,0,0.53,"Office Supplies, Ink & Toner",Media,4.954347089749467,6.803505257608338,6.93828448401696,Canon
"Garmin Edge 840, Compact GPS Cycling Computer with Touchscreen and Buttons, Targeted Adaptive Coaching, Advanced Navigation and More",4.3,No Badge,Organic,1,0,0,0.0,Computer Peripherals,Alta/Premium,6.111445166307853,5.707110264748875,5.768320995793772,Unknown
Brother Printer LC30173PK High Yield XL 3 Pack Ink Cartridges- 1 Ea: Cyan/Magenta/Yellow Ink,4.5,No Badge,Organic,1,0,0,0.3,"Office Supplies, Ink & Toner",Media,3.8709926558701535,6.90875477931522,7.016609683894219,Tp-Link
"Maxell – MAX648210, CD Recordable Media - Noise-free Surface Playback CDs 700Mb Storage & Up to 48x - Blank CDs, CD Storage & Slim Jewel Case Holder – 10 Pack",4.6,No Badge,Organic,1,0,0,0.49,Storage & Memory Cards,Baja,2.771963526845863,7.601402334583733,7.247792581767846,Microsoft
"Lian Li A3-mATX-WD-26.3L Micro Form Factor Chassis-No Fans Included-Supports 360mm AIO-Modularity Design-for M-ATX, ITX Motherboard-DAN Cases Collaboration-Wood Front Panel-Black (A3X-WD)",4.6,No Badge,Organic,1,0,0,0.0,PC Components,Baja,4.5107496103686,6.2166061010848646,6.633318433280377,Microsoft
"VTech VG208 DECT 6.0 Corded/Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID, Large Backlit Display, Duplex Speakerphone, Intercom, Line-Power(Silver/Black)",4.2,No Badge,Organic,1,0,0,0.0,Mobile Cell Phones & Smartphones,Media,4.093510881473524,6.803505257608338,7.577121930876679,Scotch
Nikon Z50 II with Two Lenses | Compact mirrorless Stills/Video Camera with Easy Color presets and Wireless Photo Sharing | Nikon USA Model,4.5,No Badge,Organic,0,0,0,0.0,Cameras & Photography,Media,7.14221061019466,4.61512051684126,4.394449154672439,Sony
"Crucial T500 2TB Gen4 NVMe M.2 Internal Gaming SSD, Up to 7400MB/s, Laptop & Desktop Compatible + 1mo Adobe CC All Apps - CT2000T500SSD8",4.8,No Badge,Organic,1,0,0,0.31,Storage & Memory Cards,Media,5.347059910536027,6.2166061010848646,8.751474487140904,Crucial
"Amazon Basics 17.3-inch Laptop Sleeve, Protective Case with Zipper - Black",4.6,No Badge,Organic,1,0,0,0.0,Small Gadget Accessories (Cases & Protectors),Baja,2.7239235502585,6.90875477931522,11.62618271915466,Amazon
"Energizer Alkaline Power AA Batteries (20 Pack), Double A Batteries Alkaline, Long-Lasting",4.8,No Badge,Sponsored,1,0,0,0.0,Power & Batteries,Media,2.7713379403381286,9.210440366976515,8.101071503119543,Duracell
"Powermax 100-Count Double AA Batteries, Ultra Long Lasting Alkaline Battery for Home and Office, 10-Year Shelf Life, Reclosable Packaging",4.6,No Badge,Sponsored,1,1,0,0.11,Power & Batteries,Media,3.295466427029913,8.699681400989514,8.965845494750937,Duracell
"Amazon Basics Speaker Connector Banana Plugs,12 Count (1 Pack of 6 Pairs), 0.5 x 0.5 x 1.3 inches, Black",4.6,No Badge,Organic,1,0,0,0.0,"Chargers, Adapters & Cables",Baja,2.7073833121145063,7.601402334583733,9.300729371703865,Amazon
"Duracell 370/371 Silver Oxide Button Battery, 1 Count Pack, 370/371 1.5 Volt Battery, Long-Lasting for Watches, Medical Devices, Calculators, and More",4.6,No Badge,Organic,1,0,0,0.0,Power & Batteries,Baja,1.6389967146756448,8.006700845440367,9.175334762777368,Duracell
Ubisoft RockSmith Real Tone Cable,4.6,No Badge,Organic,0,0,0,0.1,"Audio, Sound & Recording Gear",Baja,3.931629535067065,6.803505257608338,8.776630098427717,Unknown
"OtterBox Defender Series Case for iPad Pro 13-inch (M4) (2024) - Black, Rugged, Durable, Multi-Layer Protection",4.0,No Badge,Organic,1,0,0,0.2,Small Gadget Accessories (Cases & Protectors),Media,4.875120984409557,6.2166061010848646,5.863631175598097,Apple
"Klein Tools 63050 Cable Cutter, Made in USA, Heavy Duty Cutter for Aluminum, Copper, and Communications Cable",4.7,No Badge,Organic,1,0,0,0.0,Other Electronics,Baja,3.4333418349887226,6.90875477931522,8.347590407030058,Monoprice
"UGREEN Nexode 100W GaN USB C Retractable Charger with Built-in Cable, 3-Port Fast Charging Wall Adapter for Laptop, MacBook Pro/Air, iPhone 16, Galaxy S25, Pixel, iPad, MatePad, DJI Drone",4.4,No Badge,Organic,1,0,0,0.25,"Chargers, Adapters & Cables",Media,4.110709916308365,6.2166061010848646,4.23410650459726,Samsung
"Canon RP-108 Color Ink/Paper Set, Compatible with Selphy CP910/CP820/CP1200/CP1300/CP1500",4.7,No Badge,Organic,1,0,0,0.0,"Office Supplies, Ink & Toner",Media,3.49650756146648,6.90875477931522,9.806150319647172,Canon
"Garmin fēnix® 8 – 47 mm, AMOLED, Sapphire, Premium Multisport GPS Smartwatch, Long-Lasting Battery Life, Dive-Rated, Built-in LED Flashlight, Carbon Gray DLC Titanium with Pebble Gray Band",4.6,No Badge,Organic,1,0,0,0.0,Wearables,Alta/Premium,6.999422467507961,4.61512051684126,4.875197323201151,Duracell
"Southwire MH8110 Wire Smart Cable Dispenser, Floor or Stud Mounted",4.6,No Badge,Organic,1,0,0,0.31,Smart Home & Security,Media,4.406719247264253,6.2166061010848646,7.840312983320164,Scotch
"SANUS Tilting TV Wall Mount for 42"" to 90"" TVs - Universal Wall Mount TV Bracket w/ Low Profile & 12 degree Tilt - DIY Install w/ Included Hardware",4.7,No Badge,Organic,1,0,0,0.0,TV & Video Displays,Media,5.068841307160618,5.993961427306569,6.12029741895095,Vivo
