category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id,error_log
Networking & Smart Home,smart_tag,Mainstream,New,False,Current-Gen,UGREEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"UGREEN FineTrack Smart Finder Compatible with Apple Find My (iOS Only) 2-Year Replaceable Battery Bluetooth Tracker Tags, Item Finder Smart Tag for Key Luggage Passport with Alarm& Left-Behind Remind",250.0,
Networking & Smart Home,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.48,RJ45,,,,,,,,,,,gpt-4o-mini,"Amazon Basics Cat 6 Ethernet RJ45 10Gbps Flat Cable 100 ft Outdoor&Indoor White Solid Patch Cord with Clips for Router, Modem, PS4/5, Xbox, Gaming, Computer Network for High Speed LAN Internet",251.0,
Displays & Mounting,tv,Mainstream,New,False,Current-Gen,Hisense,0.95,,,,,,,,,,,,,,4.1.2,,True,,,,,,4K_UHD,,,,,,,,,,,,,,,,,55.0,4K_UHD,QLED,165.0,True,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,55U8QG,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Hisense 55"" Class U8 Mini-LED ULED 4K UHD Google Smart TV (55U8QG, 2025 Model) - QLED, Native 165Hz, VRR 288, Up to LD5600, 5000 Nits, HDR10+, Dolby Vision IQ · Atmos, IMAX Enhanced, 4.1.2 Ch Audio",252.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,ASURION,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,ASURION 2 Year Wearables Protection Plan ($200 - $249.99),253.0,
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,FHD_1080p,LCD,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA27DQF,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS 27” 1080P Eye Care Monitor (VA27DQF) - IPS, Full HD, Frameless, 100Hz, 1ms, Adaptive-Sync, for Working and Gaming, Low Blue Light, Flicker Free, HDMI, DisplayPort, 3 Year Warranty",254.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Stealth Cam,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Stealth Cam Adjustable 29""-49"" Expandable Height 1/4"" Tripod Multi-Pivot Stable Rugged Steel Hunting Trail Camera & Solar Pak Battery Mounting Post",255.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,GOJO,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"GOJO Premium Foam Handwash with Skin Conditioners, Cranberry Scent, EcoLogo Certified, 1200 mL Foam Hand Soap Refill TFX Touch-Free Dispenser (Pack of 2) – 5361-02",256.0,
Accessories,charger_aux,Mainstream,New,True,Current-Gen,Belkin,0.9,,,,,,,,,,,,10.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Belkin MagSafe-Compatible Magnetic Wireless Car Charger 10W - BoostCharge Pro Wireless Charger, Magnetic Car Vent Phone Mount for iPhone 16, iPhone 15, 14, & 13 Series - Black",257.0,
Peripherals & Input,mousepad,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Amazon Basics Square Mouse Pad, Cloth with Rubberized Base, Standard, Black, 12.4L x 10.6W inches",258.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Fujifilm,0.9,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Fujifilm Fujifilm QuickSnap Flash 400 One Time Use 35mm Disposable Camera with Flash, 27 Exposures, 10-Pack",259.0,
Accessories,cable,Mainstream,New,True,Current-Gen,Garmin,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,USB-C,,,,,,M-to-M,False,,,,gpt-4o-mini,"Garmin USB-C Charging/Data Cable, 0.5 Meter",260.0,
PC Components (Core),case_fan,Mainstream,New,False,Current-Gen,Thermalright,0.95,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Thermalright TL-C12C X3 CPU Fan 120mm Case Cooler Fan, 4pin PWM Silent Computer Fan with S-FDB Bearing Included, up to 1550RPM Cooling （3 Quantities）",261.0,
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,Beats,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Beats Fit Pro - True Wireless Noise Cancelling Earbuds - Apple H1 Headphone Chip, Compatible with Apple & Android, Class 1 Bluetooth, Built-in Microphone, 6 Hours of Listening Time - Volt Yellow",262.0,
Peripherals & Input,mouse,Mainstream,New,False,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Logitech M170 Wireless Mouse for PC, Mac, Laptop, 2.4 GHz with USB Mini Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous - Black",263.0,
"Cameras, Photography & Video",action_cam,Mainstream,New,False,Current-Gen,Insta360,0.95,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,ONE X2,,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"Insta360 ONE X2 360 Degree Waterproof Action Camera, 5.7K 360, Stabilization, Touch Screen, AI Editing, Live Streaming, Webcam, Voice Control",264.0,
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Jabra,0.95,,,,,,,,,,,,,,,,,,True,over-ear,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Jabra Evolve 65 MS Wireless Headset, Stereo – Includes Link 370 USB Adapter – Bluetooth Headset with Industry-Leading Wireless Performance, Advanced Noise-Cancelling Microphone, All Day Battery",265.0,
"Office, Printing & Power",battery,Mainstream,New,False,Legacy,Energizer,0.9,,,,,,144.0,,,,,,,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Energizer EN91 Industrial Alkaline Batteries, AA (Box of 144 Batteries) - Made in The USA or Singapore",266.0,
Accessories,charger_aux,Mainstream,New,False,Current-Gen,Baseus,0.9,,,,,,,,,,,,163.0,W,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,USB-C,,,,,,,,,,,gpt-4o-mini,"Baseus 163W Retractable Car Charger USB C Fast Charging, PrimeTrip VR2 Max 4 in 1 Fast Car Charger with Dual Retractable USB C Cable for iPhone 16 15 14 Pro Max, Samsung Galaxy S25 Ultra, Android",267.0,
Out of Scope,excluded,Mainstream,New,False,Legacy,Kodak,0.9,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Kodak colorplus film 200 (pack of 3),268.0,
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Texas Instruments,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Texas Instruments TI-30X IIS 2-Line Scientific Calculator, Lavender",269.0,
"Office, Printing & Power",scanner,Mainstream,New,False,Current-Gen,Epson,0.95,,True,False,A4,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,gpt-4o-mini,"Epson Workforce ES-580W Wireless Color Duplex Desktop Document Scanner for PC and Mac with 100-sheet Auto Document Feeder (ADF) and Intuitive 4.3"" Touchscreen",270.0,
Mobile Devices,excluded,Mainstream,New,False,Current-Gen,AT&T,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"AT&T GL2101-2 DECT 6.0 2-Handset Cordless Home Phone with Call Block, Caller ID, Full-Duplex Handset Speakerphone, 2"" White Backlit Display, Lighted Keypad (Graphite & Black)",271.0,
"Cameras, Photography & Video",webcam,Mainstream,New,False,Current-Gen,Lenovo,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,USB 2.0,,,,,,,,,,,gpt-4o-mini,"Lenovo Essential Full HD 1080P Webcam, Dual Microphone, No Driver 1.8m USB 2.0, Wide-Angle, Tilt-Control, 360-Degree Rotation, Black",272.0,
Mobile Devices,fitness_band,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galaxy FIT 3,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"SAMSUNG Galaxy FIT 3 [2024] 1.6"" AMOLED Display | 14 Days Battery Life | 100+ Watchfaces | 100+ Exercise Modes | International Model - (Pink)",273.0,
Displays & Mounting,mount_wall,Mainstream,New,False,Current-Gen,Mounting Dream,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,45.3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Mounting Dream TV Mount Fixed for Most 26-60 Inch LED, LCD and Plasma TVs, TV Wall Mount TVs Bracket up to VESA 400x400mm and 100 LBS Loading Capacity, Low Profile and Space Saving Flat Mount MD2361-K",274.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Kodak,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Kodak Ultramax 400 Color Negative Film (ISO 400) 35mm 24-Exposures - 2 Pack (2 Items),275.0,
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Jabra,0.9,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,Jabra Evolve2 65 Headset MS Stereo Black,276.0,
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,,,,,,,,,,,,,,,Intel Core i3-1125G4,,,32.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 17 Business Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 32GB RAM, 1TB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Pro, Silver",277.0,
Mobile Devices,smartphone,Premium,Renewed/Refurbished,True,Current-Gen,Apple,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,iPhone 11 Pro,LTE/4G,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"Apple iPhone 11 Pro, 64GB, Space Gray - Unlocked (Renewed)",278.0,
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Turtle Beach,0.95,,,,,,,,,,,,,,2.0,,,,,over-ear,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Turtle Beach Stealth 600 Wireless Multiplatform Amplified Gaming Headset for PC, PS5, PS4, & Mobile – Bluetooth, 80-Hr Battery, Noise-Cancelling Flip-to-Mute Mic, Waves 3D Audio –Black",279.0,
PC Components (Core),psu,Premium,New,True,Current-Gen,ASUS,0.95,,,,,,,,,,,,1000.0,W,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATX 3.0,,,,,,1000.0,80_Plus_Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS TUF Gaming 1000W Gold (1000 Watt, ATX 3.0 Compatible Fully Modular Power Supply, 80+ Gold Certified, Military-Grade Components, Dual Ball Bearing, Axial-tech Fan, PCB Coating, 10 Year Warranty)",280.0,
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,PHILIPS,0.9,,,,,,,,,,,,,,2.1,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"PHILIPS FX10 Bluetooth Stereo System for Home with CD Player , MP3, USB, FM Radio, Bass Reflex Speaker, 230 W, Remote Control Included",281.0,
"Cameras, Photography & Video",action_cam,Mainstream,New,False,Current-Gen,KODAK,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"KODAK Printomatic Full-Color Instant Print Digital Camera - Colorful Photos On Zink 2x3"" Sticky-Back Photo Paper - 5MP, Portable, Creative Fun Gift for Birthday, Christmas, Holiday - Blue",282.0,
PC Components (Core),ram,Mainstream,New,True,Current-Gen,G.SKILL,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR5,,,64.0,,DDR5,,,,,,,,,Trident Z5 Neo Series,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,G.SKILL Trident Z5 Neo Series (AMD Expo) DDR5 RAM 64GB (2x32GB) 6000MT/s CL30-40-40-96 1.40V Desktop Computer Memory UDIMM - Matte Black (F5-6000J3040G32GX2-TZ5N),283.0,
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,Dell,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,FHD_1080p,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Dell P2425H 24"" Full HD (1920x1080) PC Display, 100Hz, IPS, 5ms, 99% sRGB, USB-C, DisplayPort, HDMI, VGA, 4X USB, 3 Year Warranty, Black",284.0,
"Cameras, Photography & Video",drone,Mainstream,New,False,Current-Gen,Holy Stone,0.95,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,HS360S,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Holy Stone GPS Drone with 4K UHD Camera for Adults Beginner; HS360S 249g Foldable FPV RC Quadcopter with 10000 Feet Control Range, Brushless Motor, Follow Me, Smart Return Home, 5G Transmission",285.0,
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,i5-1334U,,,16.0,512.0,,,,,,,,,,ProBook 450 G10,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP ProBook 450 G10 Business Laptop (15.6"" FHD Anti-Glare, Intel 10-Core i5-1334U, 16GB RAM, 512GB SSD, (Beats i7-1255U)) Backlit KB, Webcam, Ethernet, Wi-Fi 6E, Win 11 Pro w/ AI Copilot, Silver",286.0,
Networking & Smart Home,router,Mainstream,New,False,Current-Gen,ARRIS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX3000,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ARRIS (G36) - Cable Modem Router Combo - Fast DOCSIS 3.1 Multi-Gigabit WiFi 6 (AX3000), Approved for Comcast Xfinity, Cox, Spectrum & More, 1.2 Gbps Max Speeds, 2x2 OFDM",287.0,
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,AOC,0.95,,,,,,,,,,,,,,,,,,,over-ear,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"AOC Wireless Gaming Headset for PS5, PS4, Nintendo Switch, PC, Bluetooth 5.4 & 2.4GHz Gaming Headphones with Noise Canceling Mic, RGB, Type-C, 20ms Latency, 45H, 7.1 Virtual Surround- Black",288.0,
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,65.0,W,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"UGREEN 65W USB C Charger Block, Nexode 3-Port GaN Fast Type C Charger, Compact Foldable Power Adapter for MacBook Pro/Air, Dell XPS, iPhone 16/15, iPad Pro, Galaxy S25, (Black)",289.0,
Peripherals & Input,dock_hub,Mainstream,New,True,Current-Gen,Dell,0.95,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB-C, HDMI, Dual DisplayPort",,,,,,,,,,130.0,gpt-4o-mini,"Dell WD19 180W Docking Station (130W Power Delivery) USB-C, HDMI, Dual DisplayPort, Black",290.0,
Accessories,stylus,Mainstream,New,False,Current-Gen,STAEDTLER,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"STAEDTLER Noris Jumbo Digital Stylus Pen: No Charging, EMR Palm Rejection, 4.096 Pressure Levels, Hexagonal Shape, Natural Writing and Drawing on Touchscreen Tablet, Laptop, Phone",291.0,
"Office, Printing & Power",surge_protector,Mainstream,New,False,Current-Gen,CyberPower,0.95,,,,,,,,,,True,1.0,15.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.572,,,,,,,,,12.0,,,gpt-4o-mini,"CyberPower CPS1215RMS Rackmount Surge Protector, 120V/15A, 12 Outlets, 15 ft Power Cord, 1U Rackmount",292.0,
"Office, Printing & Power",scanner,Mainstream,New,False,Current-Gen,Epson,0.95,,True,False,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,False,,,,gpt-4o-mini,"Epson Perfection V19 II Color Photo and Document Flatbed Scanner with 4800 dpi Optical Resolution, USB Power and High-Rise, Removable Lid",293.0,
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Logitech,0.9,,,,,,,,,,,,,,2.0,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Logitech Multimedia Speakers Z150 with Stereo Sound for Multiple Devices, Black",294.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother Genuine LC3011BK, LC30113PKS Standard Yield Black/Cyan/Magenta/Yellow Ink Cartridge Set, LC3011",295.0,
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon Genuine 070 Black Toner Cartridge Compatible with MF465dw, MF462dw, LBP247dw, LBP246dw",296.0,
Accessories,excluded,Mainstream,New,False,Current-Gen,UBeesize,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"UBeesize 12’’ Ring Light with Overhead Phone Mount, LED Selfie Light with Stand and Phone Holder for iPhone and Laptop, Desk Light for Video Recording, Zoom Meeting, Live Streaming, Tiktok, YouTube",297.0,
"Office, Printing & Power",battery,Mainstream,New,True,Current-Gen,Energizer,0.95,,,,,,48.0,,,,,,,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"AAA Batteries, 48 count - Energizer MAX Premium Alkaline Triple A Battery",298.0,
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Google,0.95,,,,,,,,,,,,45.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,Google,,,M-to-F,False,,,,gpt-4o-mini,Google 45W USB-C Power Charger - Fast-Charging Pixel Phone Charger - Compatible with Google Products and Other USB-C® Devices - Snow,299.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Peak Design,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Peak Design Leash Camera Strap,300.0,
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Polk Audio,0.95,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Polk Audio RC80i 2-Way Premium in-Ceiling 8"" Round Speakers, Set of 2 Perfect for Damp and Humid Indoor/Outdoor Placement - Bath, Kitchen, Covered Porches (White, Paintable-Grille)",301.0,
"Office, Printing & Power",battery,Mainstream,New,True,Current-Gen,Panasonic,0.95,,,,,,8.0,,,,,,2000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Eneloop Panasonic BK-3HCCA8BA pro AA High Capacity Ni-MH Pre-Charged Rechargeable Batteries, 8-Battery Pack",302.0,
Mobile Devices,excluded,Mainstream,New,False,Current-Gen,AT&T,0.9,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"AT&T DECT 6.0 Expandable Cordless Phone with Answering System, Silver/Black with 3 Handsets",303.0,
Displays & Mounting,tv,Mainstream,New,False,Current-Gen,Hisense,0.95,,,,,,,,,,,,,,2.1,,True,False,,,,,4K_UHD,,,True,,,,,,,,,,,,,,55.0,4K_UHD,QD-OLED,,True,,,1.0,,,,4K,,,,,,,,,,,,,,,,,,,,,,55QD7QF,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Hisense 55"" Class QD7 Series Mini-LED 4K UHD Smart Fire TV (55QD7QF, 2025 Model) - QLED, HDR10+, Dolby Vision, Dolby Atmos, Game Mode Plus, ALLM, Alexa Built in with Voice Remote, Streaming TV, Black",304.0,
"Cameras, Photography & Video",video_conf_system,Mainstream,New,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Logitech Rally Bar All-in-One Video Bar for Medium and Large Rooms, Graphite",305.0,
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Epson,0.95,Inkjet,True,True,A4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,EcoTank ET-4850,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Epson EcoTank ET-4850 Wireless All-in-One Cartridge-Free Supertank Printer with Scanner, Copier, Fax, ADF and Ethernet – The Perfect Printer Office - White, Medium",306.0,
