category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,original_title,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype,image_url,product_url
"Office, Printing & Power",surge_protector,Mainstream,New,False,Current-Gen,Furman,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furman Power Conditioner (SS6B) black,False,4.7,No Badge,Organic,1,0,0,0.22,3.828641396489095,6.2166061010848646,8.814776088545281,Furman_surge_protector,https://m.media-amazon.com/images/I/71SUp5KJrPL._AC_UL320_.jpg,/Furman-SS6B-Power-Conditioner/dp/B0002D017M/ref=sr_1_3320?dib=eyJ2IjoiMSJ9.g0qSuKQ_8tBAqgc9NNdyaQGVwLBKdsMZSj6BemqtBJkFBfi0OrCqnZ9YcQ4T-HlhHyb0L4FKfUvkksXBYHIqbI4X7RcepYn9zt5kwrmvgRG71QEdt0sVcdiVRuQCvkvqbBmxAx0rE3fntnbnbFS906t_3rJqtSB8iyDSV_DPKDAutYcjXN24-GwbAYTGGwQxUZuj9H5SUiD4D3zzsApI_gxz1YL3NsRG0LBZQZrOjNSG5kqyANKm1p4Ug2V9QKbZeXQwKSAvTx9Y59Ln2naq002xynAte6txC8FgHWdq_nA.M1AY7Pt6HXd1a8zYCeQCFRdAI_bBRaHKNk6c7gcB0E4&dib_tag=se&qid=1755801804&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3320
Accessories,mount_small,Mainstream,New,False,Current-Gen,PopSockets,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PopSockets Multi-Use Phone Mount for Dash, Windsheild, and Desk - Black",False,4.4,No Badge,Organic,1,1,0,0.0,3.417726683613366,6.90875477931522,8.60611940061064,PopSockets_mount_small,https://m.media-amazon.com/images/I/41-+Pu3NYCL._AC_UL320_.jpg,/PopSockets-Multi-Use-Phone-Mount-Windsheild/dp/B0862X4K9S/ref=sr_1_3356?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3356
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Monster,0.95,,True,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"Monster Persona SE ANC Active Noise Cancelling Headphones, Over Ear Bluetooth Headphones Wireless, 60H Playtime, HiFi Stereo Audio, Deep Bass, Built-in Mic, Memory Foam Ear Cups for Home (Blue)",False,3.5,No Badge,Organic,1,0,0,0.0,5.30325515557766,6.2166061010848646,2.772588722239781,Monster_headphones,https://m.media-amazon.com/images/I/71iO-C18TcL._AC_UL320_.jpg,/Monster-Persona-SE-ANC-Cancelling/dp/B0F8NLL9XV/ref=sr_1_3357?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3357
PC Components (Core),hdd_internal,Mainstream,New,False,Current-Gen,Toshiba,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8192.0,,,,,,,,,,N300,,,,,,,,,SATA 6 GB/s,,,,,,,,,HDD,,Toshiba N300 8TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG780XZSTA,False,4.4,Amazon's,Organic,1,0,0,0.12,5.252221070655064,5.707110264748875,5.84354441703136,Toshiba_hdd_internal,https://m.media-amazon.com/images/I/71kANpfE3rL._AC_UL320_.jpg,/Toshiba-N300-3-5-Inch-Internal-Drive/dp/B0CYQHY7GL/ref=sr_1_3358?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3358
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Koss,0.95,,,,,,,,,,,,,,,,,,,on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koss KSC75 Portable On-Ear Clip Headphones, Retro Style, Ultra Lightweight, Silver and Black",False,4.3,No Badge,Organic,0,1,0,0.0,3.556204837209396,6.90875477931522,9.058237593766226,Koss_headphones,https://m.media-amazon.com/images/I/71BBv69DXbL._AC_UL320_.jpg,/Koss-KSC75-Portable-Stereophone-Headphones/dp/B0006B486K/ref=sr_1_3359?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3359
Networking & Smart Home,access_point,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,AC1200,,Dual-Band,True,,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL-WA1201,,,,,,,,,,,,,,,,,,,,TP-Link AC1200 Wireless Gigabit Access Point Desktop Wi-Fi Bridge MU-MIMO & Beamforming Supports Multi-SSID/Client/Range Extender Mode 4 Fixed Antennas Passive PoE Powered (TL-WA1201),False,4.4,No Badge,Organic,1,0,0,0.0,3.8284239815518326,6.2166061010848646,7.803843303538772,TP-Link_access_point,https://m.media-amazon.com/images/I/51tqA2YM6yL._AC_UL320_.jpg,/TP-Link-Wireless-Beamforming-Multi-SSID-TL-WA1201/dp/B08SBXVSF3/ref=sr_1_3360?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3360
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,True,,,,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brother Genuine LC30333PKS 3-Pack, Super High-yield Color INKvestment Tank Ink Cartridges; Includes 1 Cartridge each of Cyan, Magenta & Yellow, Page Yield Up to 1,500 Pages/Cartridge, LC3033",False,4.6,No Badge,Organic,1,0,0,0.07,4.375631227585021,6.398594934535208,8.304742269640771,Brother_toner_ink,https://m.media-amazon.com/images/I/81CvgpiS+GL._AC_UL320_.jpg,/Brother-LC30333PKS-High-yield-INKvestment-Cartridges/dp/B07D9XY9QN/ref=sr_1_3361?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3361
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,over-ear,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,"Razer BlackShark V2 HyperSpeed Wireless Gaming Headset: 280g Lightweight - THX Spatial Audio - Bendable Mic - 50mm Drivers - 2.4GHz, Bluetooth or USB - 70 Hr Battery w/USB Type C Charging - Black",False,4.2,No Badge,Organic,1,0,0,0.0,4.867534450455582,6.2166061010848646,6.498282149476434,Razer_headphones,https://m.media-amazon.com/images/I/71fmQEoF1fL._AC_UL320_.jpg,/Razer-BlackShark-HyperSpeed-Wireless-Headset/dp/B0CF3LHQSM/ref=sr_1_3363?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3363
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,DisplayPort 2.0,True,,,,,,,,,,"UGREEN 16K DisplayPort Cable 2.1 [VESA Certified] DP2.0 40Gbps Support 8K@240Hz 4K@240Hz HDR, HDCP, DSC 1.2a, Braided Display Port Cable Cord Compatible FreeSync G-Sync Video Card Monitor, 6.6FT",False,4.7,No Badge,Organic,0,0,1,0.18,2.8898160479624417,6.90875477931522,7.776535028185241,UGREEN_cable,https://m.media-amazon.com/images/I/51st-sDu3CL._AC_UL320_.jpg,/UGREEN-DisplayPort-Certified-Compatible-FreeSync/dp/B0BQ9ZGRNY/ref=sr_1_3365?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3365
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,PHILIPS,0.9,,,,,,,,,,,,,,,,,,,on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"PHILIPS Kids Headphones with Cord, On-Ear Wired Headphones for Kids with Comfortable Fit & Clear Stereo Sound, 85dB Volume Limiter Headset for School/Tablet/iPad/Kindle, Ideal for Boys & Toddlers",False,4.2,No Badge,Organic,1,0,0,0.17,3.433664571799657,6.90875477931522,9.322865162818028,PHILIPS_headphones,https://m.media-amazon.com/images/I/61UUdmi-heL._AC_UL320_.jpg,/SHK2000BL-00-Childrens-Lightweight-Headphones/dp/B00K78Z6M2/ref=sr_1_3366?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3366
Accessories,protection_case,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ESR for iPad A16 Case, iPad 11th/10th Generation Case (2025/2022), Removable Magnetic Cover, Adjustable Portrait/Landscape Stand with Raised Screen View, 9 Standing Angles, Black",False,4.5,No Badge,Organic,1,0,0,0.21,3.783962335360629,6.2166061010848646,7.914617709040679,ESR_protection_case,https://m.media-amazon.com/images/I/7113oUgzN2L._AC_UL320_.jpg,/ESR-iPad-Generation-2022-Adjustable/dp/B0DHCHC7QW/ref=sr_1_3362?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3362
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,Acer,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,FHD_1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acer EZ321Q wi 31.5"" Full HD (1920 x 1080) IPS Monitor (HDMI & VGA port), White",False,4.6,No Badge,Organic,1,0,0,0.0,5.141605075260502,5.707110264748875,7.888334500738654,Acer_monitor,https://m.media-amazon.com/images/I/71Kaz6cnpeL._AC_UL320_.jpg,/Acer-EZ321Q-31-5-Monitor-White/dp/B07YGY3RLN/ref=sr_1_3351?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3351
PC Components (Core),case,Mainstream,New,False,Current-Gen,NZXT,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NZXT H6 Flow RGB Mid-Tower Airflow Case with 3 RGB Fans, Panoramic Glass Panels, Cable Management - Black",False,4.8,No Badge,Organic,1,0,0,0.0,4.9124342731675945,6.2166061010848646,8.111928063310739,NZXT_case,https://m.media-amazon.com/images/I/719dkqqyBjL._AC_UL320_.jpg,/NZXT-CC-H61FB-R1-Dual-Chamber-High-Performance-Management/dp/B0C89F1V5S/ref=sr_1_3342?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3342
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,GIGABYTE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD AM5,,,,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GIGABYTE B850M Gaming X WIFI6E AMD AM5 LGA 1718 Motherboard, mATX, DDR5, 2X M.2, PCIe 5.0, USB-C, WIFI6E, 2.5GbE LAN, EZ-Latch, 5-Year Warranty",False,4.3,No Badge,Organic,0,0,0,0.0,5.081342251254203,5.707110264748875,6.658011045870748,GIGABYTE_motherboard,https://m.media-amazon.com/images/I/81DqV7mrGRL._AC_UL320_.jpg,/GIGABYTE-B850M-WIFI6E-Motherboard-EZ-Latch/dp/B0DQLHLVLK/ref=sr_1_3343?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3343
"Office, Printing & Power",surge_protector,Mainstream,New,False,Current-Gen,Intermatic,0.9,,,,,,,,40.0,Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intermatic T104 24-Hour Mechanical Timer Switch - 208–277 VAC, DPST, Indoor Metal Enclosure, Heavy-Duty, Manual Override, 40 Amp - Ideal for Lights, Pumps, Fans, and HVAC Systems",False,4.6,No Badge,Organic,1,0,0,0.0,4.450736132681027,6.2166061010848646,8.241703159729818,Intermatic_surge_protector,https://m.media-amazon.com/images/I/81n3qEJ+AzL._AC_UL320_.jpg,/Intermatic-T104-208-277-Volt-Mechanical-Switch/dp/B000BQOX88/ref=sr_1_3345?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3345
Peripherals & Input,dock_hub,Mainstream,New,True,Current-Gen,Dell,0.9,,,,,,,,,,,,,,,130.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dell Thunderbolt Dock- WD19TBS 130w Power Delivery,False,4.0,No Badge,Organic,1,0,0,0.0,4.795707897553386,5.707110264748875,6.650279048587422,Dell_dock_hub,https://m.media-amazon.com/images/I/51LFcH1gpPL._AC_UL320_.jpg,/Dell-Thunderbolt-Dock-WD19TB-Delivery/dp/B0916F5DTM/ref=sr_1_3348?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3348
Accessories,protection_case,Mainstream,New,False,Legacy,BAGSMART,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,MacBook,,,,,,,,"BAGSMART Laptop Sleeve Bag Compatible with MacBook Air/Pro, 13-13.3 inch Notebook, Compatible with MacBook Pro 14 Inch, MacBook Air M2 Sleeve 13 Inch, Repellent Protective Case with Pocket, Pink",False,4.8,No Badge,Organic,1,0,0,0.0,2.532902848056256,6.90875477931522,8.58839695042257,BAGSMART_protection_case,https://m.media-amazon.com/images/I/71mmykcBE2S._AC_UL320_.jpg,/BAGSMART-Notebook-Computer-Repellent-Protective/dp/B08GSDZYNW/ref=sr_1_3349?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3349
