product_title,product_rating,log_total_reviews,log_purchased_last_month,is_sponsored,buy_box_availability,has_coupon,discount_percentage,product_category,brand_cat,is_high_end,spec_ram_gb,spec_storage_gb,spec_screen_inch,spec_power_w,spec_pack_count,spec_resolution_cat,spec_refresh_rate_hz,spec_ram_speed_mhz,log_original_price,is_best_seller,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49
"Logitech Combo Touch iPad Pro 11-inch (1st, 2nd, 3rd, 4th gen - 2018, 2020, 2021, 2022) Keyboard Case - Detachable Backlit Keyboard, Click-Anywhere Trackpad - Oxford Gray; USA Layout",4.4,7.987184748233473,6.2166061010848646,Organic,1,0,0.39,Computer Peripherals,LOGITECH,1,,,,,,,,,5.442374419541463,No Badge,0.0364421,0.010360047,0.01347661,-0.023456678,-0.0010407418,0.057905912,-0.015219018,-0.034362413,0.032983392,-0.043579116,-0.032690093,0.0007123798,-0.0057209805,0.010394871,-0.009261668,0.03070725,-0.031572826,0.008305334,0.002691701,-0.0057556964,0.019801944,-0.0022756937,0.01435883,0.020297892,0.009050354,0.0011749975,0.0028931908,0.0015394278,0.004305102,0.01219812,0.03003019,-0.0020565763,-0.021721335,-0.023711663,-0.021342438,-0.014733452,-0.017423574,0.010919025,-0.002704531,0.007204948,0.0020811288,0.01192249,-0.03235108,-0.0021158848,-0.02196191,0.005399365,0.01914121,0.019150844,0.0018709609,-0.0048212633
"Canon 7981A004 Photo Paper Plus, Matte, 8-1/2 x 11 (Pack of 50 Sheets)",4.4,9.455245415071904,8.294299608857235,Organic,1,0,0.49,"Office Supplies, Ink & Toner",CANON,1,,,,,50.0,,,,2.4840729690394228,No Badge,-0.048816368,0.06260498,-0.035071492,0.010546014,-0.013041452,-0.010898203,-0.0018878132,-0.012412846,0.015663408,-0.007436663,0.011372827,-0.011514097,-0.011026181,0.027485654,0.009740248,0.014660754,-0.009748258,0.022130162,0.002999343,0.0059770094,-0.014305647,-0.012273076,-0.008644871,-0.008803226,0.00236547,0.00075211376,-0.007606685,0.002185125,-0.016328849,0.013991032,-0.020944625,-0.018564988,0.024212249,-0.0061074793,-0.006341966,-0.0044601783,0.012264982,0.01368011,0.009792142,0.024329685,-0.003065994,0.0022361195,-0.0019381195,0.024890374,0.0024630395,-0.00724978,0.008896815,-0.0033269208,0.014266455,0.00927541
CORSAIR VENGEANCE RGB DDR5 RAM 32GB (2x16GB) 6000MHz CL30-36-36-76 1.40V AMD EXPO Intel XMP Desktop Computer Memory - Gray (CMH32GX5M2B6000Z30K),4.7,8.149312843635345,6.2166061010848646,Organic,1,0,0.1,PC Components,CORSAIR,0,32.0,,,,,,,6000.0,4.983538126211888,No Badge,0.06458828,0.037944898,0.017582715,0.0047409236,0.007270798,-0.029719949,0.013712339,0.034922555,0.042637892,0.011220098,0.013848178,0.0010392964,-0.00092563033,-0.018042386,0.0006634593,-0.018025646,-0.029810593,0.019625448,-0.0031663254,-0.0076634865,0.027300121,0.031878356,0.0050433017,-0.024133995,-0.033910394,-0.030994385,0.011705879,-0.029824045,-0.0069649965,-0.015441839,-0.008092631,0.0050947145,0.015084419,0.0069506094,-0.011584363,-0.016269892,0.0014708526,0.012726473,-0.00820696,0.0008617658,-0.009200451,0.003830269,-0.022423614,-0.009401287,0.0116770845,-0.0056376774,0.014772752,-0.01856798,-0.024550825,-0.0022850223
"HP 17A Black Toner Cartridge | Works with HP LaserJet Pro M102 Series, HP LaserJet Pro MFP M130 Series | CF217A",4.8,8.30943074214033,6.90875477931522,Organic,0,0,0.0,"Office Supplies, Ink & Toner",HP,1,,,,,,,,,4.5107496103686,No Badge,-0.019787788,0.07292339,-0.01181227,-0.046964377,0.004850656,-0.0004862845,-0.012876838,0.020710275,-0.009472512,-0.0077129155,0.012658127,0.018002674,0.0063719973,-0.00037263334,0.0026713014,-0.018811239,0.02020505,-0.021554012,-0.0074644387,0.0010180399,0.030076636,0.0020336001,0.017794432,0.0105321035,0.0032761768,0.006989766,-0.02033481,0.01569027,-0.018964611,-0.018863346,0.0131345345,0.0056215078,0.009105567,-0.005547583,-0.013954115,0.006842265,0.009949977,-0.008766927,-0.0058835857,0.0045924913,0.00720925,0.003395482,-6.305054e-05,-0.021517413,-0.017483743,0.006392222,-0.004029872,-0.0019479282,0.0058470387,-0.00019843876
"HP 94A Black Toner Cartridge | Works with HP LaserJet Pro M118 Series; HP LaserJet Pro MFP M148, M149 Series | CF294A",4.7,8.344505083590521,6.90875477931522,Organic,0,0,0.0,"Office Supplies, Ink & Toner",HP,1,,,,,,,,,4.187986684925728,No Badge,-0.013976917,0.07548459,-0.021457076,-0.04851654,0.0019776374,-0.0073144734,-0.011411473,0.030945748,-0.002847083,-0.005165398,0.011023693,0.023650154,0.007762909,0.0072763413,0.0055766553,-0.016682876,0.022241987,-0.019278686,-0.019778065,0.0022695232,0.028709907,-0.0077843997,0.0032784827,0.027319625,-0.012929514,0.010685153,-0.005457774,0.009926815,-0.0006842837,-0.023441043,0.0071265716,0.010424182,0.01345628,-0.012233511,-0.017254386,0.0010070875,0.01270212,-0.009839185,0.012186851,-0.016015837,-0.0017413311,-0.00015171245,0.009985954,0.0031544697,-0.020477997,0.008310385,0.0006450396,0.0025813505,0.02906442,0.0039926544
Samsung Galaxy Buds 3 Wireless Earbud Headphones - Silver,4.0,6.2766434893416445,6.90875477931522,Organic,1,0,0.0,Wearables,SAMSUNG,0,,,,,,,,,4.709440107163888,No Badge,-0.01276736,-0.075355105,0.020549178,-0.060131222,-0.017214313,-0.0044668913,0.015538231,-0.022581756,-0.002406858,-0.016209543,0.017255329,0.012491837,-0.006343685,0.019369036,0.017316207,0.002725602,-0.018070802,-0.018811133,0.0006614551,0.007515293,-0.037046734,-0.006970175,-0.019065537,0.009694759,-0.017424412,0.005208928,0.00067066774,0.014711287,0.005235024,0.0058734715,-0.005135268,0.017861746,0.006302559,0.030366614,0.0046963734,-0.03504204,0.0076326225,0.0008814931,0.011997391,0.0091414675,0.0142596075,0.0064029796,0.03492783,-0.01500598,0.0062349862,0.0064825118,-0.0033670422,-0.014337983,-0.024147417,0.0027832687
"Avery Printable Return Address Labels with Sure Feed, 0.5"" x 1.75"", White, 8,000 Blank Mailing Labels (05167)",4.8,6.674561391814426,6.90875477931522,Organic,1,0,0.53,"Office Supplies, Ink & Toner",AVERY,0,,,0.5,,,,,,4.087991088249925,No Badge,-0.057273954,0.042721108,-0.011315346,-0.0077042133,-0.0041297227,-0.033542827,-0.013798282,-0.01134783,0.021737568,-0.015578628,-0.019811716,-0.012865499,-0.0076290146,0.02846919,-0.000254035,0.008520077,0.0068090633,-0.012021538,0.0053351894,0.020625867,-0.0070071444,0.011877573,-0.0010916591,0.00034140795,-0.024202108,-0.012114856,0.011584345,0.0029948838,-0.013277322,0.027173243,-0.0056582317,0.009797644,0.0017355662,-0.006236937,-0.01172874,0.012160126,-0.004451435,-0.0063786265,0.012637585,-0.004564829,0.02001388,-0.006834451,-0.0046289302,0.008508354,-0.0014249296,-0.004668109,-0.0029024202,0.0019231997,0.010969473,0.01274663
"Fujifilm Instax Mini Instant Film, 2 x 10 Shoots X 2Pack (Total 40 Shoots) Value Set",4.8,8.146129510025405,6.90875477931522,Organic,1,0,0.0,Cameras & Photography,FUJIFILM,0,,,,,2.0,,,,3.834061463958434,No Badge,-0.05764544,0.020356104,-0.040792942,0.024351299,-0.015406355,-0.007976055,0.017937765,-0.013035722,0.006288398,-0.00078704953,0.034162194,-0.03560315,-0.00091216713,0.03982833,0.014044121,0.028174391,0.012069613,0.013022125,-0.0009923205,0.032435123,-0.01934439,0.009720475,0.0040476173,-0.014413871,0.00907724,-0.025714688,0.00029324368,-0.0021294542,-0.018609665,-0.03352594,-0.008430589,-0.017503489,0.0010158997,0.03628713,-0.015658109,-0.012908094,0.010138661,-0.005816698,0.016688537,0.005615294,-0.024063718,-0.004156977,-0.003114473,-0.027210409,-0.015717963,0.013296448,0.0030699335,-0.0044556223,-0.0055588614,-0.0004200358
"VIZIO 50-inch Quantum Pro 4K 120Hz QLED HDR10+ Smart TV with Dolby Vision, Active Full Array, 240Hz @ 1080p PC Gaming, WiFi 6E, Apple AirPlay, Chromecast Built-in, M50QXM-K01, 2023 Model",4.2,7.242797922793756,5.993961427306569,Organic,0,0,0.0,TV & Video Displays,OTHER,1,,,50.0,,,4K_UHD_Retina,120.0,,6.107000615779314,No Badge,0.048144713,-0.0020632744,0.0124871135,0.0050181,-0.024785474,0.018498361,-0.01120095,0.0016091391,-0.050714586,-0.030991405,0.005856164,-0.009323746,0.018164441,0.0006248355,0.012036011,0.042817183,-0.010952674,-0.005166337,-0.004031725,-0.0070171375,0.019869644,-0.01571481,-0.0043791905,-0.00094407797,0.011621598,-0.008281022,0.012855548,0.012352232,0.006857671,0.0208831,0.02045913,0.0027688816,-0.011870483,0.006375255,0.0030024026,-0.0019606613,-0.00904309,0.005067151,-0.0044508018,0.0056134835,-0.0062393667,-0.00579009,-0.0074693672,-0.0004913099,-0.003619338,-0.0078885425,0.013135651,0.00626133,0.004685249,0.00627736
"RØDE VideoMic GO II Helix | Ultra-Compact On-Camera Shotgun Microphone with Both 3.5mm and USB Outputs for Filmmaking, Content Creation, Podcasting and Video Calls (3rd Gen)",4.5,9.376278449519614,6.90875477931522,Organic,1,0,0.0,"Audio, Sound & Recording Gear",OTHER,1,,,,,,,,,4.592084946439436,No Badge,-0.028979182,-0.03381297,-0.0077809095,0.02085489,-0.0018246174,0.016874611,0.016223378,0.01733312,-0.006580133,0.022013515,0.020928018,-0.015811488,-0.03175556,-0.006548658,-0.009354636,0.0107285,0.015773311,-0.0026140139,0.014708646,0.0013772072,-0.002599176,0.010934808,0.023358487,-0.00010121614,0.0007369071,0.01402368,-0.011914931,0.003013622,0.013639487,-0.0066777878,0.0007451847,-0.0019977838,-0.010504605,0.013416544,-0.0007383246,0.0073284674,0.0019062436,0.016787853,0.0065149665,0.012757847,0.011679922,-0.005191602,0.014503222,-0.014483558,-0.008433746,-0.013533402,-0.005719723,0.0134795625,0.0016246233,-0.0049179234
"adidas Unisex Kid's Creator Laptop Backpack for Women and Men, Comfortable and Durable Small Athletic Bag, Camouflage Carbon/Black/Impact Orange, One Size",4.6,8.496786381638575,7.601402334583733,Organic,0,0,0.0,Laptops,OTHER,0,,,,,,,,,3.3621099929541085,No Badge,-0.026569441,0.0009647459,0.0083732605,0.024408966,-0.014084235,-0.010429248,0.021198645,-0.018726528,0.036608756,-0.008720726,-0.017080743,-0.010759547,-0.0061684176,-0.0067883283,-0.002518639,-0.024000207,-0.011899162,0.007844552,-0.02265133,0.042230844,-0.007380588,-0.029253032,0.02136606,-0.021938011,0.017607491,0.025201138,0.004115198,-0.011525113,-0.0148172155,0.003787525,0.004169887,0.008285701,-0.0040340293,-0.0033078492,-0.013761746,-0.0027564652,0.011741661,-0.0068088025,-0.0065418854,-0.0044795685,0.0022756075,-0.01459007,-0.0036987737,0.008747695,-0.0013538604,0.011534549,0.023718042,-0.008812599,-0.00024417415,-0.0022498518
"Blackview 2025 Smart Watch (Answer/Make Calls), Fitness Watch for Men and Women with Heart Rate/SpO2/Sleep Monitor/2 Straps, 100+ Sports Modes, IP68 Waterproof Activity Tracker for Android/iPhone",4.4,6.754604099487962,7.601402334583733,Organic,1,0,0.0,Wearables,OTHER,0,,,,,,,,,3.433664571799657,No Badge,-0.03593068,-0.027324468,0.012178779,0.005624771,-0.0027573854,0.014018714,0.024192482,-0.02769059,-0.03158986,-0.016570836,-0.014663797,0.0063629895,0.018552072,-0.009356752,0.014476433,-0.012944185,0.0006738007,-0.010269545,-0.029820174,0.012493181,0.003559053,0.019360177,0.011298653,-0.0075679906,-0.0022874922,-0.006694209,0.013918292,-0.011593666,-0.000734061,-0.0016742386,-0.013431847,0.0048149824,0.009258117,-0.006494794,0.012099504,0.010597944,-0.013487224,-0.005520638,-0.0004777424,-0.009958738,0.00092184264,0.0023343712,0.004757829,-0.007094128,-0.010347353,0.012868378,0.0065977816,0.003642572,-0.0021431781,-0.0056600496
"Canon Genuine 069 Black Toner Cartridge High Capacity Compatible with MF753Cdw, MF751Cdw, LBP674Cdw",4.3,4.442651256490317,6.55250788703459,Organic,1,0,0.13,"Office Supplies, Ink & Toner",CANON,0,,,,,,,,,5.337490001622509,No Badge,-0.04471287,0.06002061,-0.015740156,-0.010347679,-0.0038855672,0.0025553703,-0.011053562,0.014142454,-0.0065890662,-0.004958421,0.012438692,0.014577523,0.0036898032,-0.04711078,0.006176442,0.0026182092,0.0033581182,-0.01665546,-0.014011629,0.0048436057,0.01836866,0.0018212203,-0.0005982816,0.024063475,-0.0075536966,0.016654555,-0.0169901,0.012330566,0.02034045,-0.0017729737,-0.010876212,-0.015032029,0.0014380123,0.0016292743,-0.011338747,-0.011198476,0.008606825,0.0031039137,0.0038992614,0.0033055898,0.0013767937,-0.019233756,0.005907703,0.0038511697,0.0050730077,0.0016671158,-0.003816029,0.0014660805,-0.0036270618,-0.005016692
"Fujifilm Disposable QuickSnap Waterproof Pool Underwater 35mm Camera, Pack of 2",4.2,7.58629630715272,7.601402334583733,Organic,1,0,0.23,Cameras & Photography,FUJIFILM,0,,,,,2.0,,,,3.968214285077889,No Badge,-0.052928925,-0.00086294115,-0.020699978,0.023957208,-0.009556487,0.014222026,0.029121533,-0.02153679,-0.0030802675,0.018058464,0.027908951,-0.03393516,-0.0065229163,0.00946784,0.010195464,0.0026064503,-0.0073952638,0.004835598,0.006872438,0.011394721,-0.017650288,-0.0075349086,0.025991539,-0.017951906,0.005329907,-0.002352763,-0.0013457537,-0.0006803237,-0.009975232,0.0015573911,-0.007801216,0.006824743,0.009546328,-0.0068501495,-0.007101359,-0.011868212,-0.016375383,0.00839205,-0.001657337,-0.0021693092,-0.0026821261,0.011036553,0.021795955,0.000927452,-0.010208897,-0.007970031,0.010343866,0.003961647,-0.022526316,0.0037884973
"Fujifilm Instax Mini Instant Film,10 Sheets×5 Pack(Total 50 Shoots) Bundled with Tudak Photo Magnet Frames [Bulk Packaging]",4.8,6.553933404025811,6.90875477931522,Organic,1,0,0.13,Small Gadget Accessories (Cases & Protectors),FUJIFILM,0,,,,,10.0,,,,4.393831680123644,No Badge,-0.06325853,0.02336654,-0.029530168,0.030819088,-0.0043866783,-0.013323322,0.024733305,-0.013787657,0.009231873,-0.003264457,0.029664315,-0.03916402,-0.014403798,0.033119217,0.015656993,0.02138409,0.022278644,0.0056563243,-0.012088187,0.026756674,-0.025004845,0.012991944,-0.00086195394,-0.0064425357,0.0029294863,-0.025150554,-0.012969434,-0.009225894,-0.015379213,-0.011679348,-0.008920521,-0.016275667,-0.0128828455,0.031858258,-0.007182928,-0.0008108318,-0.0050041517,-0.0075524896,-0.0002651736,0.0150242895,-0.017856691,-0.0085479375,0.0015925169,-0.009244105,-0.009263666,0.013433389,0.0006884523,-0.00840861,-0.0038704984,-0.0057149306
SONY Cinema Line FX30 Super 35 Camera,4.8,6.139884552226255,5.303304908059076,Organic,1,0,0.0,Cameras & Photography,SONY,0,,,,,,,,,7.575071699507561,No Badge,0.02375251,0.0059569776,-0.05833155,0.017245382,-0.047588125,0.04505354,-0.005371362,0.0075602233,-0.02329215,0.046273157,0.01549422,-0.012586176,0.005540289,-1.0430813e-06,-0.022942916,0.019251687,0.013508379,0.008423343,-0.0057575777,0.032225385,-0.0067387726,-0.030598003,0.027540382,-0.022756876,-0.0039023608,-0.009068362,-0.009193651,0.01612677,0.030511364,0.0006485954,0.015392005,-0.0067816526,0.010356761,0.009869102,-0.0023851546,-0.003163781,0.006005612,-0.008453146,-0.035036847,0.021125868,0.021902591,0.020095754,-0.0070714857,-0.011651244,-0.02985846,0.018080458,-0.006890012,-0.002692189,-0.022152971,0.01693128
"Dell Latitude 3550 Laptop Computer for Business and Work, 13th Gen Intel 10-Core i5-1335U (Beat i7-1255U), 32GB DDR5 RAM, 1TB PCIe SSD, 15.6"" FHD, WiFi 6E, Bluetooth 5.3, USB4 Type-C, Windows 11 Pro",4.4,4.04305126783455,5.303304908059076,Organic,1,0,0.1,Laptops,DELL,1,32.0,1024.0,15.6,,,FHD_1080p,,,6.907755278982137,No Badge,0.07469533,0.02904731,0.026740074,-0.00848496,0.01830794,-0.005569607,-0.014766306,-0.037113354,0.017375305,0.038564056,-0.019970968,-0.0051528066,0.0025061145,-0.011238456,-0.00074519217,-0.009748575,0.01670193,0.0010037795,-0.013386272,0.009696214,-0.009427607,-0.015023113,0.0068711787,0.0065454543,-0.0069447905,-0.019614663,-0.00417402,0.0024353303,0.0032329634,-0.0077751502,0.026517298,0.0014162511,0.0019053929,-0.018553086,-0.00064101536,0.0003890954,-0.0060530724,-0.003990801,-0.011232153,0.0025189035,0.015960865,-0.033943653,0.026726723,0.004705379,0.007990459,0.0121908225,-0.00264108,-0.004635088,-0.0008852314,-0.0023923144
"Escort Cobra Original Radar Detector EZ Mag Mount - StickyCup Silicon Suction Cup (Black) for Escort Models IX, IXC, MAX 360c, Redline EX, MAX 3 and Additional Models",4.5,8.294549515143679,7.601402334583733,Organic,1,0,0.16,Small Gadget Accessories (Cases & Protectors),OTHER,1,,,,,,,,,3.432372999130605,No Badge,-0.049338818,-0.0022054762,-0.006036341,0.039212793,-0.006377414,0.0023503304,0.010933891,0.009015471,-0.005724285,-0.0135885775,-0.01516825,0.010747388,-0.0076110065,-0.032384604,-0.008464381,-0.031604316,0.02095671,-0.0044920743,-0.010731064,-0.00083097257,0.010461902,0.020107448,-0.004166983,0.0006179847,0.0037070364,-0.022919238,0.006655637,0.0026493557,-0.006947927,0.008100655,0.012712232,-0.012229286,-0.018004658,0.005275786,0.0020939875,0.00590555,-0.0059494358,0.005174879,0.007360682,-0.0048746634,0.009327737,-0.012791615,-6.996468e-05,0.0022835582,0.0030096038,-0.01541559,-0.0063130707,-0.0008156393,0.004104525,0.010785997
"CORSAIR HX1500i (2025) Fully Modular Ultra-Low Noise ATX Power Supply with 12V-2x6 Cable – ATX 3.1 & PCIe 5.1 Compliant, Cybenetics Platinum Efficiency, Fluid Dynamic Bearing Fan – Black",4.5,3.737669618283368,6.2166061010848646,Organic,1,0,0.1,PC Components,CORSAIR,1,,,,,,,,,5.968681984210738,No Badge,0.0063795447,0.0010721833,0.023212016,0.013166189,0.0060119033,-0.014191419,0.0016215146,0.026072681,-0.0058727637,-0.0047341585,0.01936005,-0.0007290244,-0.00874456,0.0044113547,-0.015807226,-0.015652688,-0.0011006445,0.005410105,-0.016639836,-0.0003832355,0.006026279,0.007832423,0.016972091,-0.007496439,0.011254832,-0.00028915703,-0.0031085275,0.0030990057,0.009193204,0.00834579,0.0017781584,-0.0027608294,0.00550342,0.021398015,-0.008518842,0.018518854,-0.02274359,-0.0178053,-0.011683859,0.01242293,-0.0038572857,0.008204738,-0.011928603,0.011025749,-0.0046201763,-0.009592025,-0.0069793034,0.0015828647,-0.008708075,-0.00552151
"VTech Cordless Phone with DECT 6.0, Full-Duplex Speakerphone, Lighted Display, Backlit Keypad, Caller ID/Call Waiting, Volume Control, Hearing Aid Compatible, Wall Mount | VG131-11 (Black)",4.3,7.490529402060711,7.601402334583733,Organic,1,0,0.0,Mobile Cell Phones & Smartphones,OTHER,0,,,,,,,,,3.133317936506554,No Badge,-0.00016465783,-0.01860486,0.027488828,-0.029907256,-0.010924116,-0.02222474,-0.016507715,-0.011094272,-0.019725297,-0.0072606504,0.0025556013,0.01916255,0.028413929,-0.018964961,-0.013435245,0.0047534453,0.024820752,0.0022536144,0.0024662614,-0.0065637417,-0.02072344,0.0058218646,-0.017738387,0.0007357709,0.025331948,-0.0021132417,-0.010488752,-0.01920614,0.0143675655,-0.023989264,-0.011610519,-0.016065963,-0.024001664,-0.0056690723,-0.021632565,-0.0027504228,-0.009826951,0.008907655,0.009724557,0.014794521,0.0032169735,-0.0035206303,-0.01640629,0.012937445,-0.009106806,-0.0021343157,-0.011465531,0.016144883,-0.007466119,-0.009404015
"Wahl USA Stainless Steel Lithium-Ion Cordless Beard Trimmer for Men - Rechargeable All in One Men's Beard Trimmer with Rotary Ear & Nose Trimmer, & Detail Trimmer - Model 9818A",4.3,9.241839039035554,6.90875477931522,Organic,1,0,0.0,Other Electronics,OTHER,0,,,,,,,,,4.330601752681694,No Badge,-0.030585691,-0.021719158,-0.005661845,0.00077199936,-0.016548857,-0.02978304,0.018975452,0.0015267357,0.00442547,0.0069858134,-0.0021462664,0.012913451,0.01959645,0.03507282,-0.022204332,-0.018152377,0.009811327,-0.015827797,-0.010271467,-0.01227246,0.013853657,-0.006600306,-0.031847157,0.008613646,0.013181761,0.0065890662,-0.0083752535,0.0042920522,0.0040821806,-0.008329723,0.001703213,-0.0001394786,0.002896959,-0.01643122,0.013521149,-0.0037648194,0.005280174,0.004511606,-0.02218438,-0.0069233887,0.012610297,0.0062109716,0.021500893,0.0069519356,-0.0024633235,-0.004936019,-0.0002638027,0.002524577,0.005104524,0.020662773
"JanSport Laptop Backpack - Computer Bag with 2 Compartments, Ergonomic Shoulder Straps, 15” Laptop Sleeve, Haul Handle - Book Rucksack - Happy Hearts Pink",4.8,9.07004328643746,6.90875477931522,Organic,1,0,0.0,Laptops,OTHER,0,,,15.0,,,,,,4.110709916308365,No Badge,-0.023856878,0.004633203,0.018127322,0.02128759,-0.006706193,0.0012937784,0.017581373,-0.02446407,0.038676843,0.0040611923,-0.032993726,-0.025930852,-0.0063068867,-0.025199309,-0.012893334,-0.01996358,-0.01028952,-0.0072706155,0.002336733,0.016953561,0.013286976,-0.029741265,0.013000563,-0.013085585,0.016918778,0.025270399,0.012722317,-0.012159903,-0.0070473775,0.011564728,0.0032130089,-0.0056912825,0.004683097,0.0039918236,0.004000862,-0.008313101,0.010964792,-0.010641634,-0.0039664805,-0.006873464,-0.0007230742,-0.00024100393,0.006520044,0.00030126423,0.0057864725,0.00977549,0.011691162,-0.0055708624,-0.007977467,0.0012314431
"ESR for MagSafe Car Mount Charger with CryoBoost, Phone Cooling MagSafe Car Charger, Magnetic Wireless Car Charging, Air Vent/Dashboard Car Phone Holder for iPhone 16/15/14/13/12, S25, Fast Charging",4.3,8.740976538017787,6.90875477931522,Organic,1,0,0.11,Small Gadget Accessories (Cases & Protectors),ESR,0,,,,,,,,,3.58324112209094,No Badge,-0.030973315,-0.050028317,-0.0043046474,0.032114565,0.042987674,0.0078015625,-0.0034764186,-0.03065323,0.004164014,0.008496866,0.034520216,0.028273568,-0.0051802695,-0.007613063,-0.02073744,-0.01998432,0.016246818,-0.018891431,0.0015374348,-0.028351603,0.004544623,0.013566288,-0.016032733,-0.0054157265,0.0039569438,-0.008440223,-0.009352282,-0.025538359,-0.014613934,-0.0036917292,-0.0043956917,-0.003479924,0.004328966,-0.002251476,0.021671245,-0.0008131005,-0.0074336575,-0.0062489286,-0.0038559102,-0.0029995814,0.009594436,-0.00037973002,0.0029708222,-0.004730664,0.023650624,-0.03162341,-0.013229391,-0.0028423741,0.00038064457,0.0032755546
"HP 2716570 10bII+ Financial Calculator, 12-Digit LCD",4.7,5.117993812416755,6.90875477931522,Organic,1,0,0.0,"Office Supplies, Ink & Toner",HP,0,,,,,,,,,3.479700443150099,No Badge,0.0056846887,0.03999962,0.009659767,-0.020772338,-0.007156983,0.006369829,0.00081665814,-0.018730372,-0.002161473,0.0033436418,-0.017448578,0.008080378,0.018957965,0.0011348724,-0.020072438,-0.0029588465,0.026323892,-0.0044166297,0.007396698,0.016175158,0.00088342093,-0.0036060368,0.011814799,-0.013782334,0.0083647,-0.004329402,-0.00398317,-0.0027933158,0.004995264,0.004499141,0.0067130923,-0.0012311265,-0.0029130261,0.014706455,6.523938e-05,0.017469913,0.0034979288,0.0023938753,0.013546713,-0.01412762,-0.0036297273,0.0051741507,2.0258129e-05,-0.010465685,0.0034016497,0.0021928605,-0.004531523,-0.018921476,-0.0073443465,-0.011602733
"Sony MDR-ZX310AP ZX Series Wired On Ear Headphones with mic, Black",4.4,9.299541017434484,6.90875477931522,Organic,0,0,0.0,"Audio, Sound & Recording Gear",SONY,0,,,,,,,,,2.91180703861623,No Badge,-0.022910386,-0.04335454,0.007856905,-0.04889849,-0.032664135,0.0038474798,-0.0058259964,0.021103323,-0.0003502518,-0.011947453,0.032937154,-0.0016086698,-0.014301114,-0.012699857,0.010615587,-0.016703816,0.011509895,-0.0036077797,-0.0029526427,0.026249375,0.0011950806,-0.009945487,-0.0036254264,0.004939545,0.01539278,-0.009058628,0.0059804544,-0.0036670007,-0.011652984,-0.0022471473,-0.0026499256,-0.013730932,0.0059927925,-0.0022147559,-0.0049262447,0.01508176,0.014534279,0.015944779,-0.0052615553,-0.0028441623,0.009946591,0.013484286,-0.0021063238,0.0043917857,-0.010959001,-0.018167712,0.0057309363,0.0026647728,-0.01743105,-0.011154883
"ACDelco 100-Count Triple AAA Batteries, Maximum Power Super Alkaline Battery, 10-Year Shelf Life, Reclosable Packaging",4.7,9.777640842670152,7.601402334583733,Organic,1,0,0.0,Power & Batteries,OTHER,0,,,,,100.0,,,,3.27412129909418,No Badge,-0.060119957,0.0038554817,-0.007771075,0.0030528605,0.014364973,-0.032039255,0.038514048,-0.019833438,0.011757247,0.02275528,0.026979499,0.0023216456,0.035468437,0.0058946013,-6.8724155e-05,0.006113465,-0.0014050603,0.004579358,0.0116233155,-0.021000603,-0.0007877983,-0.005488462,-0.007986829,0.016622022,0.008512735,0.0011710338,0.0024792627,0.0041965917,0.014255963,0.02544168,-0.003072895,-0.011308648,-0.010079697,0.0025698692,-0.0016721119,0.006383771,0.0090394495,0.0030194651,-0.0036867186,0.0025455318,-0.004358317,-0.012088204,-0.014591642,0.02211024,0.0006081681,0.0052617416,-0.0038738996,-0.002199538,0.008625542,-0.011865206
Plantronics - Blackwire 3220 - Wired Dual-Ear (Stereo) Headset with Boom Mic - USB-A to connect to your PC and/or Mac,4.3,8.280204233279974,6.90875477931522,Organic,1,0,0.0,"Audio, Sound & Recording Gear",OTHER,0,,,,,,,,,3.5313480661272005,No Badge,0.0053821504,-0.067965984,0.0056518316,-0.03497669,-0.006156221,0.017718166,-0.015539184,0.028016865,0.01672189,-0.0010243803,0.015400082,-0.0038022995,-0.010495819,-0.004910752,0.03460847,-0.016053416,0.012620859,-0.00981807,0.011859231,0.005250614,0.008931315,-0.012570809,-0.0024952926,0.00095971674,0.010808766,-0.0026938394,0.004960809,0.00045387074,0.0079661235,-0.01108272,-0.031295434,0.019651908,-0.009995554,-0.006932646,0.008165708,0.008499157,0.006890412,0.013520772,-0.0025229082,-0.0052301977,-0.0032647504,8.730963e-05,0.005844593,-0.0020210296,-0.00012506405,0.017456122,0.0035288073,-0.012705654,0.00347271,-0.0014564246
