category,market_tier,condition,is_premium_brand,tech_generation,ram_gb,storage_gb,size_value,performance_value,power_wattage,resolution_standard,cpu_gpu_tier,connectivity,brand,pack_count,confidence,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,Shure,1.0,0.9,4.7,No Badge,Organic,1,0,0,0.05,6.0867747269123065,6.90875477931522,9.41442342055165
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,2.0,1.0,4.7,No Badge,Organic,1,0,0,0.0,4.5205922095127935,7.601402334583733,8.204945165019208
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,AMD Ryzen 9000/8000/7000 Series,"Wi-Fi 7, Bluetooth 5.4, 5Gbps LAN",MSI,1.0,0.95,4.2,No Badge,Organic,1,0,0,0.19,5.888850257118181,6.90875477931522,6.824373670043086
Displays & Mounting,Mainstream,New,True,Current-Gen,,,27.0,,,4K/UHD (2160p),,USB-C,Samsung,1.0,0.95,4.2,No Badge,Organic,1,0,0,0.0,5.727889549999434,6.90875477931522,3.80666248977032
Accessories & Consumables,Budget,New,False,Current-Gen,,128.0,,100.0,,,,,PNY,2.0,1.0,4.7,No Badge,Organic,1,0,0,0.0,2.995232148512309,8.294299608857235,9.572967566074247
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,54.0,,,,LISEN,1.0,0.95,4.6,Best Seller,Sponsored,1,0,0,0.33,2.771963526845863,9.210440366976515,9.257605564443296
"Desktops, Workstations & Servers",Premium,New,True,Cutting-Edge,,,,,,,i9,,Intel,1.0,0.95,4.1,No Badge,Organic,0,0,0,0.0,6.051947982487492,6.2166061010848646,6.96979066990159
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,PopSockets,1.0,0.95,4.4,No Badge,Organic,1,1,0,0.0,2.395164274287139,8.853808274977197,9.387733135533384
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,Sony,1.0,0.95,4.5,Best Seller,Organic,1,0,0,0.0,5.293304824724492,6.90875477931522,9.167954655479743
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,EPSON,1.0,0.95,4.5,No Badge,Organic,1,0,0,0.0,3.1350593387750902,8.294299608857235,9.556904372164189
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,10.0,,,,,,AINOPE,1.0,0.95,4.6,No Badge,Organic,0,1,0,0.4,2.39698576841553,8.987321812850125,10.5090049831351
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Philips,1.0,0.95,4.1,No Badge,Organic,1,0,0,0.2,3.2577118486533987,8.006700845440367,8.259716961021523
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,4K/UHD (2160p),,Wired,Roku,1.0,0.9,4.6,No Badge,Organic,1,0,0,0.13,4.005513348515485,7.601402334583733,7.5310163320779155
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,Texas Instruments,1.0,1.0,4.7,No Badge,Organic,1,0,0,0.0,2.98618686071046,8.294299608857235,6.013715156042802
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Avery,300.0,1.0,4.8,Best Seller,Organic,1,0,0,0.49,3.456947396766647,8.294299608857235,8.122371243406553
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,19.0,,,,Wireless,Canon,1.0,1.0,4.0,No Badge,Organic,0,1,0,0.0,4.492001487882454,6.90875477931522,8.24354550792826
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,Samsung,1.0,0.95,4.3,No Badge,Organic,1,0,0,0.33,3.433664571799657,8.294299608857235,9.09829086816756
Peripherals & Input Devices,Premium,New,True,Current-Gen,,,,,,,,,Apple,1.0,1.0,4.6,No Badge,Organic,0,0,0,0.0,4.957023524647607,6.90875477931522,7.300472814267799
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,16.0,1024.0,15.6,,,FHD (1080p),i5,WiFi,Dell,1.0,1.0,4.2,No Badge,Organic,1,0,0,0.0,6.206575926724928,6.2166061010848646,6.169610732491456
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,SABRENT,1.0,0.9,4.6,No Badge,Organic,1,0,1,0.25,3.7133281345162463,8.006700845440367,9.560363239834537
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,4K/UHD (2160p),,Wired,UGREEN,1.0,0.95,4.3,No Badge,Organic,1,0,0,0.27,3.6208682434973927,8.006700845440367,8.329175442077402
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,0.9,4.8,No Badge,Organic,0,0,0,0.0,4.232511029605105,7.601402334583733,7.404279118037268
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,JBL,1.0,1.0,4.6,No Badge,Organic,0,0,0,0.0,5.888850257118181,6.90875477931522,8.013343181386672
Accessories & Consumables,Premium,New,True,Current-Gen,,,,,,,,,Apple,1.0,1.0,4.6,No Badge,Organic,0,0,0,0.0,3.5729072778615154,8.006700845440367,10.083932349317225
Accessories & Consumables,Mainstream,New,False,Current-Gen,,128.0,,,,,,,SanDisk,1.0,1.0,4.6,No Badge,Organic,0,0,0,0.0,2.695977619867941,8.517393171418904,11.444560967443572
Displays & Mounting,Mainstream,New,False,Current-Gen,,32.0,10.1,,,HD/HD+,,WiFi,KODAK,1.0,0.95,4.4,No Badge,Sponsored,1,0,0,0.0,4.18950321539533,0.0,3.4011973816621555
Accessories & Consumables,Budget,New,False,Current-Gen,,64.0,,,,,,,PNY,5.0,1.0,4.6,No Badge,Organic,1,0,0,0.27,3.433664571799657,8.294299608857235,7.384610383176974
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Canon,1.0,1.0,4.7,No Badge,Organic,1,0,0,0.0,3.202339856228101,8.294299608857235,10.591270370596922
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,THE NORTH FACE,1.0,0.9,4.6,No Badge,Organic,0,0,0,0.0,4.189654742026425,8.006700845440367,7.732807530422021
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,0.95,4.7,No Badge,Organic,0,0,0,0.0,5.01655109452556,6.90875477931522,5.14166355650266
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,Canon,1.0,1.0,4.8,Best Seller,Organic,0,0,0,0.0,4.941642422609304,6.90875477931522,7.765569081097317
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,WiFi 6E,TP-Link,3.0,1.0,4.4,No Badge,Organic,1,1,1,0.0,5.6786355922342455,6.90875477931522,8.145839612936841
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,Brother,1.0,1.0,4.1,No Badge,Organic,0,1,0,0.0,6.65251458155569,6.55250788703459,7.6251071482389
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Amazon Basics,24.0,1.0,4.4,No Badge,Organic,1,0,0,0.0,3.389799336709786,8.006700845440367,11.734283423061283
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,GoPro,2.0,1.0,4.7,Best Seller,Organic,0,0,0,0.0,4.344194956364874,7.601402334583733,6.0473721790462776
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,DEWALT,1.0,1.0,4.6,No Badge,Organic,0,0,1,0.13,4.0700518696530565,7.601402334583733,7.487733761436444
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,1.0,1.0,4.6,No Badge,Organic,0,1,0,0.0,3.804215052793841,7.601402334583733,7.902487437162855
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,19.0,,,,,,SwissGear,1.0,0.95,4.5,No Badge,Organic,1,0,0,0.0,4.605170185988092,7.601402334583733,10.189718572720594
Accessories & Consumables,Premium,New,True,Current-Gen,,,,,,,,,ARCTIC,1.0,1.0,4.8,No Badge,Organic,1,0,0,0.25,2.301584592660462,8.517393171418904,11.468806374330676
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Kodak,2.0,1.0,4.6,No Badge,Organic,1,0,0,0.27,4.0428758138469085,7.601402334583733,8.659733878198347
Peripherals & Input Devices,Premium,New,True,Current-Gen,,,,,,,,Wireless,Razer,1.0,0.95,4.2,No Badge,Organic,1,1,0,0.15,4.6150215020384655,7.601402334583733,7.213768308118642
Networking & Smart Home,Mainstream,New,True,Current-Gen,,,,,,,,,Ring,2.0,0.9,4.8,No Badge,Organic,0,1,0,0.0,4.3943256902608985,0.0,6.495265555937008
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Logitech,1.0,1.0,4.5,No Badge,Organic,0,0,0,0.0,5.003946305945459,6.90875477931522,7.634820677745543
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,Sony,1.0,0.95,4.2,No Badge,Organic,0,0,0,0.0,2.995732273553991,8.294299608857235,9.397981090247738
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,Ryzen 7,,AMD,1.0,1.0,4.8,No Badge,Organic,1,0,0,0.0,5.225477820371079,6.90875477931522,10.010636468053171
Networking & Smart Home,Premium,New,True,Current-Gen,,,,,,,,WiFi 7,ASUS,1.0,1.0,4.3,No Badge,Organic,1,0,0,0.14,6.552493621597604,6.2166061010848646,6.875232087276577
Accessories & Consumables,Mainstream,New,False,Legacy,,,5.5,,,,,,Avery,200.0,0.9,4.8,No Badge,Organic,1,0,0,0.53,4.087991088249925,8.006700845440367,8.11162807830774
PC Components (Core),Mainstream,New,True,Current-Gen,,,,,,,AM5,WiFi 6E,GIGABYTE,1.0,1.0,4.4,No Badge,Organic,0,0,0,0.0,4.881285622068407,6.90875477931522,6.436150368369428
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Dual Band,TP-Link,1.0,0.95,4.4,No Badge,Organic,1,0,0,0.08,3.2577118486533987,8.294299608857235,9.77121251322631
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,2K/QHD (1440p),,,CHAMBERLAIN,1.0,0.9,3.8,No Badge,Sponsored,1,0,0,0.15,4.6150215020384655,6.90875477931522,4.454347296253507
PC Components (Core),Mainstream,New,True,Current-Gen,,,3.0,,,,,,Corsair,1.0,0.95,4.7,No Badge,Organic,1,0,0,0.0,2.1838015570040787,8.699681400989514,9.87508807801443
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,Microplane,1.0,0.95,4.8,No Badge,Organic,0,0,0,0.0,2.771963526845863,8.294299608857235,10.757541113134543
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Amazon Basics,108.0,1.0,4.7,No Badge,Organic,1,0,0,0.0,3.8916161956504833,7.601402334583733,7.8119734296220225
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,adidas,1.0,0.95,4.8,No Badge,Organic,0,0,0,0.0,3.891412051524022,7.601402334583733,6.628041376179533
Accessories & Consumables,Budget,New,False,Legacy,,,9.5,,,,,,Amazon Basics,25.0,0.9,4.7,No Badge,Organic,1,0,0,0.06,3.2519236789144013,8.006700845440367,8.297294370266917
Laptops & Chromebooks,Premium,New,True,Current-Gen,32.0,1024.0,14.0,,,FHD (1080p),Intel Ultra 7 165U vPro,,Lenovo,1.0,1.0,4.5,No Badge,Organic,1,0,0,0.0,7.390181428226429,5.993961427306569,4.5217885770490405
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,4.0,,,,,,ARCTIC,1.0,0.9,4.7,No Badge,Organic,1,0,0,0.43,2.7073833121145063,8.699681400989514,9.242710752006634
Displays & Mounting,Mainstream,New,False,Current-Gen,,,,,,,,,Elgato,1.0,0.9,4.4,Amazon's,Organic,1,0,0,0.05,5.707077041605631,6.90875477931522,6.499787040655854
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,3.0,1.0,4.7,No Badge,Organic,0,0,0,0.0,5.902332741780143,6.90875477931522,7.392031567514591
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,0.9,4.6,No Badge,Organic,1,0,0,0.0,5.54903717363235,6.803505257608338,4.356708826689592
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Epson,2.0,1.0,4.6,No Badge,Organic,1,0,0,0.0,3.306520334720247,8.006700845440367,7.47477218239787
Displays & Mounting,Mainstream,New,False,Current-Gen,,,27.0,,,,,,VIVO,2.0,1.0,4.4,No Badge,Organic,1,0,0,0.0,3.7133281345162463,7.601402334583733,9.66814489376492
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,ESR,1.0,0.95,4.7,No Badge,Organic,1,0,0,0.0,2.63834278867739,8.517393171418904,9.556833658307776
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,16.0,512.0,15.6,,,FHD (1080p),Ryzen 5 5500U,Wi-Fi,Lenovo,1.0,1.0,4.4,No Badge,Organic,0,0,0,0.0,5.993886611540359,6.2166061010848646,6.680854678790215
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,UGREEN,1.0,1.0,4.5,No Badge,Organic,1,0,0,0.0,2.8326249356838407,8.294299608857235,9.284148299120902
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,2400.0,,,,"WiFi 6, Bluetooth 5.3",TP-Link,1.0,0.95,4.6,No Badge,Organic,1,0,1,0.0,3.6373229671995344,8.006700845440367,9.333442569110169
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,Intermatic,1.0,0.9,4.6,Best Seller,Organic,0,0,0,0.0,2.19722457733622,8.699681400989514,7.57198844937744
Gaming Systems & VR,Mainstream,New,True,Current-Gen,,,,,,,,,PlayStation,1.0,0.9,4.2,Best Seller,Organic,0,0,0,0.0,5.580559670249453,0.0,7.690286020676768
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Dual Band,TP-Link,1.0,0.95,4.5,No Badge,Organic,1,0,0,0.25,4.3943256902608985,7.601402334583733,9.145481799627689
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,HP,1.0,0.9,4.8,No Badge,Organic,0,1,0,0.0,4.041119578762556,7.601402334583733,9.482502632769927
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,,USB C,UGREEN,1.0,0.9,4.5,No Badge,Organic,1,0,0,0.22,3.177637076851603,8.294299608857235,9.376363155800634
PC Components (Core),Premium,New,True,Cutting-Edge,32.0,,,2497.0,,,RTX 5090,"DisplayPort x3 2.1a, HDMI 2.1b",MSI,1.0,1.0,4.4,No Badge,Organic,0,0,0,0.0,7.773590260367752,5.707110264748875,3.044522437723423
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,SteelSeries,1.0,0.95,4.2,No Badge,Organic,1,0,0,0.15,5.30325515557766,6.90875477931522,8.858510813033927
Accessories & Consumables,Budget,New,False,Current-Gen,,32.0,,100.0,,,,,PNY,1.0,1.0,4.7,No Badge,Organic,1,0,0,0.22,2.301584592660462,8.853808274977197,10.164427726544904
Displays & Mounting,Mainstream,New,False,Current-Gen,,,24.0,100.0,,FHD (1080p),,"HDMI, VGA",ViewSonic,1.0,0.95,4.6,No Badge,Organic,0,0,0,0.0,4.5107496103686,6.90875477931522,7.2115567333138015
Laptops & Chromebooks,Premium,New,True,Current-Gen,8.0,512.0,15.6,144.0,,FHD (1080p),Ryzen 5 7535HS / RTX 3050,WiFi 6,ASUS,1.0,1.0,4.3,No Badge,Organic,1,0,0,0.19,6.685848462595922,5.993961427306569,6.1092475827643655
Smartphones & Wearables,Mainstream,New,True,Current-Gen,,,40.0,,,,,Bluetooth,Samsung,1.0,0.95,4.2,No Badge,Organic,1,0,0,0.0,5.860757733031528,6.90875477931522,4.912654885736052
Displays & Mounting,Mainstream,New,False,Current-Gen,,,6.0,60.0,,4K/UHD (2160p),,Wired,Amazon Basics,1.0,1.0,4.7,No Badge,Organic,1,0,0,0.0,2.138889000323256,8.517393171418904,9.501067802613925
Displays & Mounting,Budget,New,False,Current-Gen,,,30.0,,,,,,Amazon Basics,1.0,0.95,4.3,No Badge,Organic,1,0,0,0.0,3.319263998899469,8.006700845440367,9.729074639810214
PC Components (Core),Premium,New,True,Current-Gen,12.0,,,,,,RTX 5070,,PNY,1.0,0.95,4.4,No Badge,Organic,1,0,0,0.0,6.311716660167896,6.2166061010848646,5.049856007249537
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,850.0,,,,Thermaltake,1.0,0.9,4.5,Amazon's,Organic,1,0,0,0.18,4.709440107163888,6.90875477931522,8.130059039992796
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,1.0,1.0,4.6,No Badge,Organic,1,0,0,0.28,5.8749588203451575,6.90875477931522,4.0943445622221
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Audio-Technica,1.0,0.95,4.6,No Badge,Organic,1,0,0,0.0,5.075173815233827,6.90875477931522,10.231963619116156
PC Components (Core),Premium,New,True,Current-Gen,,,,,,,Ryzen 9,,AMD,1.0,1.0,4.7,No Badge,Organic,1,0,0,0.4,6.309918278226516,6.90875477931522,7.660585461703256
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,Polaroid,16.0,1.0,4.2,No Badge,Organic,1,0,0,0.0,4.670864289183454,7.601402334583733,7.787382026484701
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,JBL,1.0,0.9,4.6,No Badge,Organic,0,0,0,0.0,5.521460917862246,6.2166061010848646,6.3578422665081
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Duracell,28.0,1.0,4.8,No Badge,Organic,1,0,0,0.24,3.7612001156935615,7.601402334583733,8.324821298768782
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,Fujifilm,50.0,0.95,4.5,No Badge,Organic,1,0,0,0.0,5.129602813160299,6.90875477931522,7.450079569807499
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Sony,1.0,0.9,4.5,No Badge,Organic,0,0,0,0.0,6.033110202326614,6.2166061010848646,7.2078598714324755
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,Bose,1.0,0.95,4.0,No Badge,Organic,0,0,0,0.0,5.375139509149321,6.90875477931522,8.36822903827628
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,ESR,3.0,1.0,4.3,No Badge,Organic,1,1,0,0.0,2.9439125248241944,8.517393171418904,9.574080300037034
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Wired,ARRIS,1.0,1.0,4.2,No Badge,Organic,1,0,0,0.1,5.398117451625214,6.90875477931522,8.258163361537619
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Plantronics,1.0,0.95,4.2,Best Seller,Organic,1,0,0,0.0,4.918446903101353,6.90875477931522,6.0473721790462776
Accessories & Consumables,Mainstream,New,False,Current-Gen,,2048.0,,,,,,USB 3.2 Gen 1,Seagate,1.0,1.0,4.3,No Badge,Organic,1,0,0,0.0,4.5107496103686,7.601402334583733,7.708410667257367
Peripherals & Input Devices,Budget,New,False,Current-Gen,,,38.0,,,,,,Amazon Basics,1.0,1.0,4.5,No Badge,Organic,1,0,0,0.0,4.024458434757935,7.601402334583733,9.94826969530802
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Energizer,2.0,1.0,4.7,No Badge,Organic,1,0,0,0.32,2.3282528397426234,8.853808274977197,9.84161214881804
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,EPSON,2.0,0.9,4.8,No Badge,Organic,1,0,0,0.0,3.931629535067065,7.601402334583733,8.572438665642215
Displays & Mounting,Mainstream,New,False,Current-Gen,,,27.0,180.0,,2K/QHD (1440p),,"HDMI, DisplayPort",ASUS,1.0,0.9,4.5,No Badge,Organic,1,0,0,0.06,5.521460917862246,6.2166061010848646,8.234564993267135
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,10.0,,240.0,,,USB-C,AINOPE,1.0,0.95,4.6,No Badge,Organic,1,1,0,0.25,2.5641798306825083,8.699681400989514,9.543521484499182
Cameras & Photography,Mainstream,New,False,Current-Gen,,,3.0,,,,,,Canon,1.0,1.0,4.3,No Badge,Organic,0,0,0,0.0,6.551080335043404,6.2166061010848646,7.328437352895162
PC Components (Core),Mainstream,New,True,Current-Gen,64.0,,,6000.0,1.4,,,,G.SKILL,2.0,1.0,4.7,No Badge,Organic,0,0,0,0.0,5.388112365664251,6.2166061010848646,6.618738983517219
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,Shure,1.0,0.9,4.4,No Badge,Organic,1,0,0,0.0,4.700480365792417,6.90875477931522,9.191565216649847
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,Epson,1.0,1.0,4.2,No Badge,Organic,1,1,0,0.0,5.19295685089021,6.90875477931522,7.877017895622398
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,100.0,4K/UHD (2160p),,Wired,UGREEN,1.0,0.9,4.5,No Badge,Organic,1,1,0,0.0,3.433664571799657,6.90875477931522,7.7488913372555315
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,4.0,224.0,14.0,,,FHD (1080p),MediaTek Kompanio 520,WiFi 6,Lenovo,1.0,0.95,4.4,No Badge,Organic,1,0,0,0.0,5.634789603169249,6.2166061010848646,6.894670039433482
Accessories & Consumables,Mainstream,New,False,Current-Gen,,256.0,,130.0,,,,,PNY,1.0,0.95,4.5,No Badge,Organic,1,0,0,0.07,2.771963526845863,8.294299608857235,7.696212639346407
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Kodak,2.0,0.95,4.6,No Badge,Organic,1,0,0,0.0,3.2260500286162013,8.006700845440367,6.98100574072173
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Logitech,1.0,0.95,3.9,No Badge,Organic,1,0,0,0.0,4.6150215020384655,6.90875477931522,7.1891677384203225
Displays & Mounting,Mainstream,New,False,Current-Gen,,,27.0,60.0,,4K/UHD (2160p),,"HDMI, DisplayPort, USB Type-C",LG,1.0,1.0,4.4,No Badge,Organic,1,0,0,0.13,5.94277312806309,6.2166061010848646,4.584967478670572
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,SHOKZ,1.0,0.95,4.4,No Badge,Organic,0,1,0,0.0,4.393831680123644,7.601402334583733,9.933677223699185
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,Polaroid,16.0,1.0,3.9,No Badge,Organic,1,0,0,0.0,5.081342251254203,6.90875477931522,5.703782474656201
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,SureFire,12.0,1.0,4.8,No Badge,Organic,0,0,0,0.0,3.2276373305367736,8.006700845440367,9.66675204770245
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Sony,1.0,0.95,4.3,No Badge,Organic,1,0,0,0.31,4.262539022051294,7.601402334583733,7.428333194190806
Displays & Mounting,Premium,New,True,Current-Gen,,,77.0,,,4K/UHD (2160p),,,LG,1.0,1.0,4.5,No Badge,Organic,0,1,0,0.0,7.408833551293248,5.993961427306569,7.121252453244542
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,4K/UHD (2160p),,,Insta360,1.0,1.0,4.5,No Badge,Organic,1,1,0,0.27,5.017213609456379,6.90875477931522,6.246106765481563
Smartphones & Wearables,Mainstream,New,False,Current-Gen,,,44.0,,,,,,Amazfit,1.0,0.9,4.5,No Badge,Organic,1,0,0,0.0,4.6150215020384655,6.90875477931522,7.288927694521257
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,2K/QHD (1440p),,,TP-Link,1.0,0.95,4.3,No Badge,Organic,1,1,0,0.22,4.5107496103686,6.90875477931522,7.85979918056211
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,10.0,,,,,Vortex Optics,1.0,0.95,4.8,No Badge,Organic,1,0,0,0.0,5.010635294096256,6.90875477931522,8.205218426395412
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,8.0,128.0,15.6,60.0,,FHD (1080p),Core i3 N355,WiFi 6,Acer,1.0,0.95,4.2,No Badge,Organic,1,0,0,0.14,5.860757733031528,6.2166061010848646,4.584967478670572
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Brother,4.0,0.95,4.5,No Badge,Organic,1,0,0,0.0,3.806440242853081,7.601402334583733,6.638567789166521
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,6400.0,,,,,Razer,1.0,0.95,4.4,No Badge,Organic,1,1,0,0.3,3.433664571799657,8.294299608857235,9.554780778246572
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,HP,1.0,1.0,4.7,No Badge,Organic,1,0,0,0.0,5.732985226464296,6.803505257608338,6.478509642208569
Networking & Smart Home,Premium,New,True,Current-Gen,,,,,,,,WiFi 7,NETGEAR,3.0,0.95,4.2,No Badge,Organic,0,0,0,0.0,7.291124732816055,5.993961427306569,8.228710798793687
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,180.0,,,USB-C,Dell,1.0,0.95,4.1,No Badge,Organic,1,0,0,0.0,5.293053536872938,6.2166061010848646,6.71901315438526
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,10.0,,,,Belkin,1.0,0.95,4.0,No Badge,Organic,1,0,0,0.0,2.768831673362069,8.294299608857235,8.933004591578547
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Jabra,1.0,0.9,4.2,No Badge,Organic,1,1,0,0.0,5.2467608796336345,6.2166061010848646,8.134760782418645
Audio & Video Equipment,Premium,New,True,Current-Gen,,,,,,,,Bluetooth,Apple,1.0,1.0,4.7,No Badge,Organic,0,0,0,0.0,5.41898512627301,6.90875477931522,10.204850612043773
Accessories & Consumables,Mainstream,New,False,Current-Gen,,32.0,,,,,,,PNY,10.0,0.95,4.6,No Badge,Organic,1,0,0,0.0,3.58324112209094,7.601402334583733,6.2422232654551655
PC Components (Core),Premium,New,True,Cutting-Edge,32.0,,,2527.0,,,RTX 5090,,MSI,1.0,1.0,4.2,No Badge,Organic,0,0,0,0.0,7.824441932468986,5.303304908059076,3.091042453358316
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Canon,1.0,0.9,4.6,No Badge,Organic,1,0,0,0.0,3.0440461338325417,8.006700845440367,8.460199469896118
Displays & Mounting,Premium,New,True,Current-Gen,,,49.0,240.0,,2K/QHD (1440p),,,SAMSUNG,1.0,1.0,4.1,No Badge,Organic,0,0,0,0.0,6.537937198320115,6.2166061010848646,6.218600119691729
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,2.0,1.0,4.6,No Badge,Organic,1,0,0,0.0,4.583844399273339,6.90875477931522,6.159095388491933
PC Components (Core),Mainstream,New,True,Current-Gen,16.0,,,3200.0,1.35,,,,CORSAIR,2.0,1.0,4.8,No Badge,Organic,1,0,0,0.0,4.5107496103686,7.601402334583733,11.022359880211598
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,SAMSUNG,1.0,0.9,4.5,No Badge,Organic,1,0,0,0.32,5.442374419541463,6.90875477931522,9.27977314669152
Displays & Mounting,Mainstream,New,False,Current-Gen,,,84.0,,,,,,Mounting Dream,1.0,0.9,4.8,No Badge,Sponsored,0,0,0,0.32,4.2310583855379225,8.006700845440367,9.274347501950476
Peripherals & Input Devices,Premium,New,True,Current-Gen,,,,18000.0,,,,Wireless,Razer,1.0,0.98,4.4,No Badge,Organic,1,1,0,0.0,4.248495242049359,8.006700845440367,7.111512116496157
