product_title,product_rating,total_reviews,purchased_last_month,original_price,is_sponsored,coupon,buy_box_availability,sustainability_tags,product_image_url,has_coupon,discount_percentage,badge_amazons,badge_best_seller,badge_ends_in,badge_limited_time_deal,badge_no_badge,badge_save_xpct,product_category,log_purchased_last_month,log_original_price,log_total_reviews
"TP-Link BE10000 Wi-Fi 7 Range Extender RE653BE | 10 Gbps Tri-Band Wireless Repeater | 2.5 Gbps Ethernet Port | Internet Signal Booster for Home | Up to 2800 sq.ft, 128 Devices | 6 GHz, MLO, EasyMesh",4.4,135.0,500,249.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61wfZbpL+gL._AC_UL320_.jpg,0,0.12,0,0,0,0,1,0,Smart Home & Security,6.2166061010848646,5.525413097700675,4.912654885736052
"PowerA Wired Controller for Xbox Series X|S - Blue, gamepad, video game/gaming controller, works with Xbox One, Officially Licensed",4.2,9867.0,2000,29.99,0,No Coupon,0,0,https://m.media-amazon.com/images/I/71sLsnyRXdL._AC_UL320_.jpg,0,0.1,0,0,0,0,1,0,Computer Peripherals,7.601402334583733,3.433664571799657,9.197052477649247
"Fellowes Saturn 3i 125 Thermal Laminator Machine for Home or Office with Pouch Starter Kit, 12.5 inch, Fast Warm-Up, Jam-Free Design (5736601)",4.5,1933.0,900,109.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/615xtVNyIQL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.803505257608338,4.709440107163888,7.56734567601324
"Baseus Bass BC1 Open Ear Earbuds Clip-On Headphones, Open-Ring Comfort with Tri-Curve Snug Clip, Powerful Sound with SuperBass, 4-Mic Clear Calls, IP55 Waterproof, 38H Playtime, Lightweight",4.2,445.0,2000,39.99,0,No Coupon,0,0,https://m.media-amazon.com/images/I/41kKN7nKdaL._AC_UL320_.jpg,0,0.3,0,0,0,0,1,0,Wearables,7.601402334583733,3.7133281345162463,6.100318952020064
"HP Chromebook 14"" HD Laptop for Business & Students, Intel Celeron N4120, 4GB LPDDR4, 224GB Storage(64GB eMMC+160GB Docking Station), UHD Graphics, Webcam, Long Battery Life, Chrome OS, Modern Gray",4.4,2650.0,500,219.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/81Wg83785AL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Laptops,6.2166061010848646,5.393627546352362,7.8826922062890254
"TP-Link Nano USB WiFi Adapter for PC(Archer T3U Nano)-AC1300 2.4G/5G Dual-Band Wireless Network Transceiver Adapter for Desktop PC, Travel Size, Supports Windows 11,10, 8.1, 8, 7 / up to Mac OS 10.15",4.4,2773.0,2000,22.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/611pCd4nWiL._AC_UL320_.jpg,0,0.13,0,0,0,0,1,0,Computer Peripherals,7.601402334583733,3.177637076851603,7.928045600874777
"Scosche MAGRKI MagicMount Replacement Metal Plate Kit for Phone, Metal Plates for Magnetic Mount Cell Phone Holder for Car, Universal with All Devices and Phone Case, Black",4.6,29125.0,4000,7.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61a9SkkXRdL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),8.294299608857235,2.196112848483529,10.279386525042526
"MSI PRO Z790-A MAX WiFi ProSeries Motherboard (Supports 12th/13th/14th Gen Intel Processors, LGA 1700, DDR5, PCIe 5.0, M.2, SATA 6G, 2.5Gbps LAN, USB 3.2 Gen2, Wi-Fi 7, Bluetooth 5.4, ATX)",4.4,383.0,500,211.23,0,No Coupon,0,0,https://m.media-amazon.com/images/I/81kOcjOhk9L._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,PC Components,6.2166061010848646,5.357670592247549,5.950642552587727
"Garmin Edge 1050®, Premium Cycling Computer, Vivid Color Touchscreen Display, Built-in Speaker, Advanced Training and Group Ride Features, Road Hazard Alerts",4.6,146.0,400,699.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61Ym5F4JemL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Computer Peripherals,5.993961427306569,6.552493621597604,4.990432586778736
The Handler (Floating Hand Grip) - Official GoPro Accessory (AFHGM-003) for Cameras,4.6,3224.0,2000,32.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/719+t2GpEqL._AC_UL320_.jpg,0,0.3,0,1,0,0,0,0,Cameras & Photography,7.601402334583733,3.5260663637080247,8.078688229229872
"Acer USB C to HDMI Cable for Home Office 6.6FT (4K@60Hz), High-Speed Type C to HDMI 2.0 Braided Cord, Thunderbolt 4/3 Compatible with MacBook, iPhone 16/15 Pro/Max, iMac, iPad Pro, Galaxy S24, Surface",4.5,604.0,10000,16.99,1,Save $2.00  with coupon,1,0,https://m.media-amazon.com/images/I/816PCuuj52L._AC_UL320_.jpg,1,0.18,0,0,0,0,1,0,"Chargers, Adapters & Cables",9.210440366976515,2.8898160479624417,6.405228458030842
"Samsung 25W Wall Charger Power Adapter, Cable Not Included, Super Fast Charging, Compact Design, Energy Efficient, Compatible with Galaxy and USB Type C Devices, Black",4.7,2004.0,3000,19.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71blOLk9A6L._AC_UL320_.jpg,0,0.3,0,0,0,0,1,0,"Chargers, Adapters & Cables",8.006700845440367,3.0440461338325417,7.60339933974067
SAMSON Q2U Dynamic USB/XLR Microphone,4.5,5337.0,1000,82.6,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61q5DZfIhFL._AC_UL320_.jpg,0,0.15,0,0,0,0,1,0,"Audio, Sound & Recording Gear",6.90875477931522,4.426043520090656,8.58260632996447
"Logitech G PRO X 2 Lightspeed Wireless Gaming Headset: Wireless Gaming Headphones with Mic, 50mm Graphene Drivers, 2.02.0—7.1 Surround, Bluetooth/USB/3.5mm Aux, for PS4/PS5/PC/Nintendo Switch - Black",4.2,1285.0,500,279.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71c+YOxfTGL._AC_UL320_.jpg,0,0.16,0,0,0,0,1,0,Computer Peripherals,6.2166061010848646,5.638319081511895,7.1592919047975645
"Ubiquiti UniFi 6 Pro Access Point | US Model, Wireless | PoE Adapter not Included (U6-Pro-US)",4.7,519.0,500,159.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/31KPT2eiCeL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Tablets & E-readers (DEVICES ONLY),6.2166061010848646,5.075173815233827,6.253828811575473
"Brother TN436BK Super High Yield Toner-Retail Packaging , Black",4.7,1077.0,900,102.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71bGI6oFJrL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.803505257608338,4.644294740672142,6.982862751468942
"LISEN for 15W MagSafe Car Mount Charger, [Safer & Faster] Vent Magnetic Wireless Car Charger, Car Vent Phone Mount Charger 17X Strong Fits iPhone 16 Pro Max 15 14 13, Samsung with MagSafe Case, Black",4.3,4805.0,2000,29.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71tQV87sriL._AC_UL320_.jpg,0,0.33,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),7.601402334583733,3.433664571799657,8.477620416296414
"AMD Ryzen™ 7 5700G 8-Core, 16-Thread Desktop Processor with Radeon™ Graphics",4.8,9046.0,500,171.41,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51D3DrDmwkL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,PC Components,6.2166061010848646,5.14987536118776,9.110188490025742
"Amazon Basics Height Adjustable Rectangular Computer Monitor Riser Desk Stand with Storage for Reduced Neck Strain - Fits Monitors, Laptops Up to 22lbs, Black",4.6,24215.0,2000,21.59,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51e81e4tJ1L._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),7.601402334583733,3.117507330479912,10.094768850701554
"EPSON 202 Claria Ink High Capacity Black & Standard Color Cartridge Combo Pack (T202XL-BCS) Works with WorkForce WF-2860, Expression XP-5100",4.5,4999.0,1000,66.49,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71gmH4Lzc2L._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.90875477931522,4.211979438755315,8.517193191416238
CORSAIR Vengeance DDR5 RAM 32GB (2x16GB) 6000MHz CL30-36-36-76 1.40V Intel XMP Desktop Computer Memory - Black (CMK32GX5M2B6000C30),4.8,1394.0,500,129.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71AV5PQu1yL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,PC Components,6.2166061010848646,4.875120984409557,7.240649694255466
"Samsung HW-Q990C 11.1.4ch Soundbar w/Wireless Dolby Audio, Rear Speakers Included w/Q-Symphony, SpaceFit Sound Pro, Adaptive Sound, Game Mode Pro, Airplay 2, AVA, Alexa Built-in",4.6,423.0,400,830.0,0,No Coupon,0,0,https://m.media-amazon.com/images/I/71ADaLd7rNL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Audio, Sound & Recording Gear",5.993961427306569,6.7226297948554485,6.049733455231958
PNY CS1030 1TB M.2 NVMe PCIe Gen3 x4 Internal Solid State Drive (SSD) - M280CS1030-1TB-RB,4.7,1710.0,1000,52.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51CqUFxbhuL._AC_UL320_.jpg,0,0.06,0,0,0,0,1,0,PC Components,6.90875477931522,3.988798844230196,7.444833273892193
"EPSON 542 EcoTank Ink Ultra-high Capacity Bottle Black (T542120-S) Works with EcoTank Pro ET-5150, ET-5170, ET-5180, ET-5800, ET-5850, ET-5880, ET-16600, ET-16650",4.8,678.0,1000,35.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61A-tpX+NNL._AC_UL320_.jpg,0,0.08,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.90875477931522,3.610647605844363,6.520621127558696
"Insta360 3m 9.8ft Extended Edition Selfie Stick for X4, X3, ONE RS, ONE X2, ONE R, ONE X, ONE Action Camera",4.5,2324.0,1000,99.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/21aFOQS2k0L._AC_UL320_.jpg,0,0.1,0,0,0,0,1,0,Cameras & Photography,6.90875477931522,4.6150215020384655,7.751475318021456
"Logitech Combo Touch iPad Pro 11-inch (1st, 2nd, 3rd, 4th gen - 2018, 2020, 2021, 2022) Keyboard Case - Detachable Backlit Keyboard, Click-Anywhere Trackpad - Oxford Gray; USA Layout",4.4,2942.0,500,229.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51izZJqMCsL._AC_UL320_.jpg,0,0.39,0,0,0,0,1,0,Computer Peripherals,6.2166061010848646,5.442374419541463,7.987184748233473
"Canon 7981A004 Photo Paper Plus, Matte, 8-1/2 x 11 (Pack of 50 Sheets)",4.4,12774.0,4000,10.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71ZYL8YHMQL._AC_UL320_.jpg,0,0.49,0,0,0,0,1,0,"Office Supplies, Ink & Toner",8.294299608857235,2.4840729690394228,9.455245415071904
CORSAIR VENGEANCE RGB DDR5 RAM 32GB (2x16GB) 6000MHz CL30-36-36-76 1.40V AMD EXPO Intel XMP Desktop Computer Memory - Gray (CMH32GX5M2B6000Z30K),4.7,3460.0,500,144.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61EVf-QxpvL._AC_UL320_.jpg,0,0.1,0,0,0,0,1,0,PC Components,6.2166061010848646,4.983538126211888,8.149312843635345
"HP 17A Black Toner Cartridge | Works with HP LaserJet Pro M102 Series, HP LaserJet Pro MFP M130 Series | CF217A",4.8,4061.0,1000,89.99,0,No Coupon,0,0,https://m.media-amazon.com/images/I/7165M7q-AuL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.90875477931522,4.5107496103686,8.30943074214033
"HP 94A Black Toner Cartridge | Works with HP LaserJet Pro M118 Series; HP LaserJet Pro MFP M148, M149 Series | CF294A",4.7,4206.0,1000,64.89,0,No Coupon,0,0,https://m.media-amazon.com/images/I/61etfqwu4PL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.90875477931522,4.187986684925728,8.344505083590521
Samsung Galaxy Buds 3 Wireless Earbud Headphones - Silver,4.0,531.0,1000,109.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61gBZoxml0L._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Wearables,6.90875477931522,4.709440107163888,6.2766434893416445
"Avery Printable Return Address Labels with Sure Feed, 0.5"" x 1.75"", White, 8,000 Blank Mailing Labels (05167)",4.8,791.0,1000,58.62,0,No Coupon,1,0,https://m.media-amazon.com/images/I/716BRtCFmAL._AC_UL320_.jpg,0,0.53,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.90875477931522,4.087991088249925,6.674561391814426
"Fujifilm Instax Mini Instant Film, 2 x 10 Shoots X 2Pack (Total 40 Shoots) Value Set",4.8,3449.0,1000,45.25,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71Lg-piAtFL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Cameras & Photography,6.90875477931522,3.834061463958434,8.146129510025405
"VIZIO 50-inch Quantum Pro 4K 120Hz QLED HDR10+ Smart TV with Dolby Vision, Active Full Array, 240Hz @ 1080p PC Gaming, WiFi 6E, Apple AirPlay, Chromecast Built-in, M50QXM-K01, 2023 Model",4.2,1397.0,400,447.99,0,No Coupon,0,1,https://m.media-amazon.com/images/I/71XZNXTXb9L._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,TV & Video Displays,5.993961427306569,6.107000615779314,7.242797922793756
"RØDE VideoMic GO II Helix | Ultra-Compact On-Camera Shotgun Microphone with Both 3.5mm and USB Outputs for Filmmaking, Content Creation, Podcasting and Video Calls (3rd Gen)",4.5,11804.0,1000,97.7,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71k0CKbGqJL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Audio, Sound & Recording Gear",6.90875477931522,4.592084946439436,9.376278449519614
"adidas Unisex Kid's Creator Laptop Backpack for Women and Men, Comfortable and Durable Small Athletic Bag, Camouflage Carbon/Black/Impact Orange, One Size",4.6,4898.0,2000,27.85,0,No Coupon,0,0,https://m.media-amazon.com/images/I/814iRzEAf+L._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),7.601402334583733,3.3621099929541085,8.496786381638575
"Blackview 2025 Smart Watch (Answer/Make Calls), Fitness Watch for Men and Women with Heart Rate/SpO2/Sleep Monitor/2 Straps, 100+ Sports Modes, IP68 Waterproof Activity Tracker for Android/iPhone",4.4,857.0,2000,29.99,0,No Coupon,1,1,https://m.media-amazon.com/images/I/71vWFgbofYL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Wearables,7.601402334583733,3.433664571799657,6.754604099487962
"Canon Genuine 069 Black Toner Cartridge High Capacity Compatible with MF753Cdw, MF751Cdw, LBP674Cdw",4.3,84.0,700,206.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/714JIVxpRkL._AC_UL320_.jpg,0,0.13,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.55250788703459,5.337490001622509,4.442651256490317
"Fujifilm Disposable QuickSnap Waterproof Pool Underwater 35mm Camera, Pack of 2",4.2,1970.0,2000,51.89,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61mVijfQDLS._AC_UL320_.jpg,0,0.23,0,0,0,0,1,0,Cameras & Photography,7.601402334583733,3.968214285077889,7.58629630715272
"Fujifilm Instax Mini Instant Film,10 Sheets×5 Pack(Total 50 Shoots) Bundled with Tudak Photo Magnet Frames [Bulk Packaging]",4.8,701.0,1000,79.95,0,No Coupon,1,0,https://m.media-amazon.com/images/I/81t7l2-sddL._AC_UL320_.jpg,0,0.13,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),6.90875477931522,4.393831680123644,6.553933404025811
SONY Cinema Line FX30 Super 35 Camera,4.8,463.0,200,1948.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/91GQ19hfgYL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Cameras & Photography,5.303304908059076,7.575071699507561,6.139884552226255
"Dell Latitude 3550 Laptop Computer for Business and Work, 13th Gen Intel 10-Core i5-1335U (Beat i7-1255U), 32GB DDR5 RAM, 1TB PCIe SSD, 15.6"" FHD, WiFi 6E, Bluetooth 5.3, USB4 Type-C, Windows 11 Pro",4.4,56.0,200,999.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/81RuYfizHuL._AC_UL320_.jpg,0,0.1,0,0,0,0,1,0,Laptops,5.303304908059076,6.907755278982137,4.04305126783455
"Escort Cobra Original Radar Detector EZ Mag Mount - StickyCup Silicon Suction Cup (Black) for Escort Models IX, IXC, MAX 360c, Redline EX, MAX 3 and Additional Models",4.5,4001.0,2000,29.95,0,No Coupon,1,0,https://m.media-amazon.com/images/I/41qbwhhUkIL._AC_UL320_.jpg,0,0.16,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),7.601402334583733,3.432372999130605,8.294549515143679
"CORSAIR HX1500i (2025) Fully Modular Ultra-Low Noise ATX Power Supply with 12V-2x6 Cable – ATX 3.1 & PCIe 5.1 Compliant, Cybenetics Platinum Efficiency, Fluid Dynamic Bearing Fan – Black",4.5,41.0,500,389.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61p3tq9e2TL._AC_UL320_.jpg,0,0.1,0,0,0,0,1,0,PC Components,6.2166061010848646,5.968681984210738,3.737669618283368
"VTech Cordless Phone with DECT 6.0, Full-Duplex Speakerphone, Lighted Display, Backlit Keypad, Caller ID/Call Waiting, Volume Control, Hearing Aid Compatible, Wall Mount | VG131-11 (Black)",4.3,1790.0,2000,21.95,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71nvHU94v5L._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Mobile Cell Phones & Smartphones,7.601402334583733,3.133317936506554,7.490529402060711
"Wahl USA Stainless Steel Lithium-Ion Cordless Beard Trimmer for Men - Rechargeable All in One Men's Beard Trimmer with Rotary Ear & Nose Trimmer, & Detail Trimmer - Model 9818A",4.3,10319.0,1000,74.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51YZvcCwrqL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Other Electronics,6.90875477931522,4.330601752681694,9.241839039035554
"JanSport Laptop Backpack - Computer Bag with 2 Compartments, Ergonomic Shoulder Straps, 15” Laptop Sleeve, Haul Handle - Book Rucksack - Happy Hearts Pink",4.8,8690.0,1000,59.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/81WlO1cNapL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Laptops,6.90875477931522,4.110709916308365,9.07004328643746
"ESR for MagSafe Car Mount Charger with CryoBoost, Phone Cooling MagSafe Car Charger, Magnetic Wireless Car Charging, Air Vent/Dashboard Car Phone Holder for iPhone 16/15/14/13/12, S25, Fast Charging",4.3,6253.0,1000,34.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61PiCYIjYyL._AC_UL320_.jpg,0,0.11,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),6.90875477931522,3.58324112209094,8.740976538017787
"HP 2716570 10bII+ Financial Calculator, 12-Digit LCD",4.7,166.0,1000,31.45,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61B0JLogLxL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.90875477931522,3.479700443150099,5.117993812416755
"Sony MDR-ZX310AP ZX Series Wired On Ear Headphones with mic, Black",4.4,10932.0,1000,17.39,0,No Coupon,0,0,https://m.media-amazon.com/images/I/51+UXK6qqTL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Audio, Sound & Recording Gear",6.90875477931522,2.91180703861623,9.299541017434484
"ACDelco 100-Count Triple AAA Batteries, Maximum Power Super Alkaline Battery, 10-Year Shelf Life, Reclosable Packaging",4.7,17634.0,2000,25.42,0,No Coupon,1,1,https://m.media-amazon.com/images/I/91X3qzippkL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Power & Batteries,7.601402334583733,3.27412129909418,9.777640842670152
Plantronics - Blackwire 3220 - Wired Dual-Ear (Stereo) Headset with Boom Mic - USB-A to connect to your PC and/or Mac,4.3,3944.0,1000,33.17,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51Z640YNXBL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Audio, Sound & Recording Gear",6.90875477931522,3.5313480661272005,8.280204233279974
"HP OfficeJet 200 Wireless Mobile Printer - Black, Battery included (CZ993A)",4.4,2283.0,500,409.89,0,No Coupon,1,1,https://m.media-amazon.com/images/I/51i0zN6NjrL._AC_UL320_.jpg,0,0.15,0,0,0,0,1,0,Power & Batteries,6.2166061010848646,6.018325538771608,7.7336835707759
Sonos Ray - Compact Soundbar for TV and Music - Black,4.2,1005.0,500,149.99,0,No Coupon,0,0,https://m.media-amazon.com/images/I/51BhCmbBNVL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,TV & Video Displays,6.2166061010848646,5.017213609456379,6.913737350659685
"NEEWER Triple Suction Cup Car Mount Kit with 2in1 Extension Pole/Selfie Stick, Quick Release Outside Windshield Magic Arm Camera Mount with Action Camera Adapter Compatible with GoPro Insta360, CA065",4.6,523.0,1000,109.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61mFCJxN3TL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),6.90875477931522,4.709440107163888,6.261491684321042
"ASUS RT-BE58U WiFi 7 BE3600 AiMesh Extendable Router, 4K-QAM, MLO, AI Detection 2.5G Port, Four 1G Ports, Commercial-Grade Network Security, Parental Control, IoT Network, Kid’s Network, VPN Network",4.4,5862.0,500,149.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61RYbGhGxvL._AC_UL320_.jpg,0,0.13,0,0,0,0,1,0,Networking,6.2166061010848646,5.017213609456379,8.676416696964216
"Ultimate Ears Boom 4 Portable Waterproof Bluetooth Speaker with 360-Degree Immersive Sound, Outdoor Floating Speaker, 15-Hour Battery, 147ft Range - Black",4.3,450.0,500,147.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/81LBtcoeyIL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Wearables,6.2166061010848646,4.997212273764115,6.111467339502679
"TCL S55H S Class 2.1 Channel Sound Bar with Dolby Atmos, DTS Virtual:X, Wireless Subwoofer, Bluetooth Music Streaming, and Auto Room Calibration",4.4,381.0,500,120.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71z88wbO1jL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Audio, Sound & Recording Gear",6.2166061010848646,4.795790545596741,5.945420608606575
"Garmin Lily 2, Small and Stylish Smartwatch, Hidden Display, Patterned Lens, Up to 5 Days Battery Life, Coconut",4.2,694.0,500,249.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/41tF3fAwwCL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Wearables,6.2166061010848646,5.525413097700675,6.543911845564792
"Epson EcoTank ET-2980 Wireless All-in-One Color Supertank Printer with up to 3 Years of Ink, Refillable Tanks, Perfect for Home, 15 PPM, 1.44"" Color Screen, Auto 2-Sided Printing - Black",4.2,67.0,800,329.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71wd66jeK6L._AC_UL320_.jpg,0,0.15,0,0,0,0,1,0,"Office Supplies, Ink & Toner",6.68586094706836,5.802088163440325,4.219507705176107
Fujifilm Instax Square Twin Pack Film - 20 Exposures,4.8,7096.0,2000,21.77,0,No Coupon,0,0,https://m.media-amazon.com/images/I/616j8O06INL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Cameras & Photography,7.601402334583733,3.125443880075648,8.867427438524983
"UNIDEN R4 Extreme Long-Range Laser/Radar Detector, Record Shattering Performance, Built-in GPS w/AUTO Mute Memory, Voice Alerts, Red Light & Speed Camera Alerts, Multi-Color OLED Display, Black",4.6,908.0,500,389.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/610CIKzZ5ML._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Computer Peripherals,6.2166061010848646,5.968681984210738,6.812345094177479
"Peak Design Capture Camera Clip V3, Black with Plate, Holds DSLR, Compact and Point and Shoot Bodies, Secure, Stable and Accessible, Attaches to Straps and Belts, Quick Release, 200 lb Capacity",4.6,10145.0,1000,79.95,0,No Coupon,1,1,https://m.media-amazon.com/images/I/71iNxGiM8hL._AC_UL320_.jpg,0,0.06,0,0,0,0,1,0,Cameras & Photography,6.90875477931522,4.393831680123644,9.224834818126634
"HP 508A Cyan, Magenta, Yellow Toner Cartridges (3-pack) | Works with HP Color LaserJet Enterprise M552, M553, HP Color LaserJet Enterprise MFP M577 Series | CF360AM",4.6,109.0,300,771.89,0,No Coupon,0,0,https://m.media-amazon.com/images/I/71UV24vG8GL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",5.707110264748875,6.650136735744741,4.700480365792417
"Sony Alpha 6700 – APS-C Interchangeable Lens Camera with 26 MP sensor, 4K video, AI-Based Subject Recognition, Log Shooting, LUT Handling and Vlog Friendly Functions",4.5,400.0,200,1294.8,0,No Coupon,0,0,https://m.media-amazon.com/images/I/61plU2NSrEL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Cameras & Photography,5.303304908059076,7.166883544015857,5.993961427306569
"Marshall Major V On-Ear Bluetooth Headphone, Black",4.5,1541.0,1000,159.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51K8eJaYsKL._AC_UL320_.jpg,0,0.38,0,0,0,0,1,0,"Audio, Sound & Recording Gear",6.90875477931522,5.081342251254203,7.340835554123275
"Lenovo ThinkPad T14 Gen 5 Business Laptop (14"" FHD+, Intel Core Ultra 5 125U (>i7-1355U), 32GB DDR5 RAM, 1TB SSD), Backlit, Fingerprint, 5MP Webcam, 3-Year Warranty, Wi-Fi 6E, Win 11 Pro, 2025 AI PC",4.5,19.0,200,1049.98,0,No Coupon,0,0,https://m.media-amazon.com/images/I/717QfIPmDML._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Laptops,5.303304908059076,6.9574783412001695,2.995732273553991
Canon RF100-400mm F5.6-8 is USM Black,4.6,793.0,300,699.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51pB7+nOtGL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Cameras & Photography,5.707110264748875,6.551080335043404,6.677083461247136
"Elgato Key Light - Professional 2800 lumens Studio Light with desk clamp for Streaming, Recording and Video Conferencing, Temperature and Brightness app-adjustable on Mac, PC, iOS, Android",4.5,3928.0,500,179.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/617mzv+iKjL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Computer Peripherals,6.2166061010848646,5.19844178112078,8.27614021955846
"Apple Late 2020 MacBook Pro with Apple M1 Chip, 13-inch, 8GB RAM, 512GB SSD, Space Gray (Renewed)",4.4,369.0,400,1019.0,0,No Coupon,0,0,https://m.media-amazon.com/images/I/71an9eiBxpL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Laptops,5.993961427306569,6.927557906278317,5.91350300563827
